z_m,distance_from_GB_over_W,resultant_N,surface_bulk_N,surface_gradient_N,gb_bulk_N,gb_gradient_N,constraint_N
4.3960438144104265e-07,23.26213796530126,-2.5677838670130614e-08,2.6569781493961172e-08,-8.449568554414845e-23,0.0,0.0,-5.22476201640917e-08
4.4085503401982224e-07,23.38720322317922,-2.5677838670130614e-08,2.6569780778833684e-08,-1.094419803733376e-22,0.0,0.0,-5.224761944896419e-08
4.421056865986019e-07,23.512268481057184,-2.5677838670130614e-08,2.656977991110383e-08,-1.5608443271985885e-22,0.0,0.0,-5.224761858123429e-08
4.4335633917738154e-07,23.63733373893515,-2.5677838670130617e-08,2.656977884121229e-08,-2.3517288377292335e-22,0.0,0.0,-5.224761751134267e-08
4.446069917561612e-07,23.762398996813115,-2.567783867013062e-08,2.6569777508080257e-08,-3.6490271013861185e-22,0.0,0.0,-5.2247616178210513e-08
4.4585764433494084e-07,23.887464254691082,-2.5677838670130637e-08,2.656977583583375e-08,-5.75069628978823e-22,0.0,0.0,-5.224761450596381e-08
4.4710829691372043e-07,24.012529512569035,-2.567783867013064e-08,2.656977372951229e-08,-9.13924341994251e-22,0.0,0.0,-5.224761239964202e-08
4.483589494925001e-07,24.137594770447002,-2.5677838670130664e-08,2.6569771069754e-08,-1.4591029841494573e-21,0.0,0.0,-5.2247609739883203e-08
4.4960960207127973e-07,24.262660028324966,-2.567783867013068e-08,2.6569767706195906e-08,-2.3353294684650746e-21,0.0,0.0,-5.224760637632425e-08
4.508602546500594e-07,24.38772528620293,-2.5677838670130716e-08,2.6569763449010074e-08,-3.743020473013506e-21,0.0,0.0,-5.224760211913705e-08
4.52110907228839e-07,24.512790544080897,-2.567783867013076e-08,2.6569758058018605e-08,-6.004471965178207e-21,0.0,0.0,-5.224759672814336e-08
4.533615598076186e-07,24.63785580195886,-2.5677838670130826e-08,2.6569751228905088e-08,-9.637872256829241e-21,0.0,0.0,-5.2247589899026275e-08
4.5461221238639827e-07,24.762921059836824,-2.5677838670130935e-08,2.6569742575935066e-08,-1.5475818852156144e-20,0.0,0.0,-5.2247581246050526e-08
4.558628649651779e-07,24.88798631771479,-2.56778386701311e-08,2.6569731610395572e-08,-2.4855586016566372e-20,0.0,0.0,-5.224757028050182e-08
4.5711351754395757e-07,25.013051575592755,-2.567783867013135e-08,2.656971771305989e-08,-3.99258351546983e-20,0.0,0.0,-5.2247556383151314e-08
4.583641701227372e-07,25.138116833470722,-2.5677838670131736e-08,2.6569700099092806e-08,-6.413862489946824e-20,0.0,0.0,-5.22475387691604e-08
4.596148227015168e-07,25.263182091348675,-2.5677838670132344e-08,2.6569677773883005e-08,-1.030394416347691e-19,0.0,0.0,-5.224751644391231e-08
4.6086547528029646e-07,25.38824734922664,-2.5677838670133304e-08,2.6569649476903752e-08,-1.6553713642389703e-19,0.0,0.0,-5.224748814687152e-08
4.621161278590761e-07,25.513312607104606,-2.5677838670134786e-08,2.6569613610584955e-08,-2.6594397384557285e-19,0.0,0.0,-5.2247452280453796e-08
4.6336678043785575e-07,25.63837786498257,-2.5677838670137152e-08,2.6569568150086278e-08,-4.2725512910036006e-19,0.0,0.0,-5.2247406819796174e-08
4.646174330166354e-07,25.763443122860533,-2.567783867014089e-08,2.6569510528789055e-08,-6.864175074629579e-19,0.0,0.0,-5.224734919824353e-08
4.65868085595415e-07,25.8885083807385,-2.567783867014685e-08,2.656943749327595e-08,-1.1027942458980286e-18,0.0,0.0,-5.224727616232001e-08
4.6711873817419465e-07,26.013573638616464,-2.5677838670156356e-08,2.6569344919562087e-08,-1.7717637891732984e-18,0.0,0.0,-5.224718358794668e-08
4.683693907529743e-07,26.138638896494427,-2.5677838670171566e-08,2.6569227580222996e-08,-2.8465684606384546e-18,0.0,0.0,-5.224706624754799e-08
4.6962004333175394e-07,26.263704154372395,-2.567783867019591e-08,2.6569078849262417e-08,-4.573416672466106e-18,0.0,0.0,-5.224691751488491e-08
4.708706959105336e-07,26.388769412250358,-2.5677838670234935e-08,2.6568890328047098e-08,-7.347885110676344e-18,0.0,0.0,-5.224672899093415e-08
4.721213484893132e-07,26.51383467012831,-2.567783867029751e-08,2.6568651371011028e-08,-1.180553810242131e-17,0.0,0.0,-5.2246490029503e-08
4.7337200106809284e-07,26.63889992800628,-2.5677838670397886e-08,2.6568348484631133e-08,-1.896751542345181e-17,0.0,0.0,-5.22461871360615e-08
4.746226536468725e-07,26.763965185884242,-2.5677838670558954e-08,2.656796456565584e-08,-3.047444558213691e-17,0.0,0.0,-5.224580320574035e-08
4.7587330622565213e-07,26.889030443762206,-2.567783867081748e-08,2.6567477935588887e-08,-4.8962276339409724e-17,0.0,0.0,-5.224531655744409e-08
4.771239588044318e-07,27.014095701640173,-2.5677838671232534e-08,2.6566861116852398e-08,-7.866611110794437e-17,0.0,0.0,-5.224469970941882e-08
4.783746113832114e-07,27.139160959518136,-2.567783867189893e-08,2.6566079281805727e-08,-1.2639034307234748e-16,0.0,0.0,-5.2243917827314316e-08
4.796252639619911e-07,27.2642262173961,-2.5677838672968988e-08,2.656508828728075e-08,-2.0306735720064143e-16,0.0,0.0,-5.224292675718238e-08
4.808759165407706e-07,27.389291475274057,-2.5677838674687423e-08,2.6563832183566388e-08,-3.262619113980796e-16,0.0,0.0,-5.22416705319919e-08
4.821265691195503e-07,27.51435673315202,-2.5677838677447334e-08,2.6562240057664673e-08,-5.241948461751935e-16,0.0,0.0,-5.224007821091716e-08
4.833772216983299e-07,27.639421991029984,-2.5677838681880228e-08,2.6560222033416587e-08,-8.422078332487521e-16,0.0,0.0,-5.223805987308898e-08
4.846278742771096e-07,27.76448724890795,-2.567783868900059e-08,2.6557664203709376e-08,-1.353150260800902e-15,0.0,0.0,-5.2235501539559705e-08
4.858785268558892e-07,27.889552506785915,-2.56778387004383e-08,2.6554422209981588e-08,-2.1740678772742535e-15,0.0,0.0,-5.223225873635201e-08
4.871291794346689e-07,28.01461776466388,-2.5677838718812046e-08,2.655031310935339e-08,-3.4930165038100222e-15,0.0,0.0,-5.222814833514893e-08
4.883798320134485e-07,28.139683022541846,-2.5677838748329093e-08,2.6545105074468166e-08,-5.612143805764675e-15,0.0,0.0,-5.222293821065345e-08
4.896304845922282e-07,28.26474828041981,-2.567783879574905e-08,2.6538504351788577e-08,-9.016910029565723e-15,0.0,0.0,-5.22163341306276e-08
4.908811371710078e-07,28.389813538297773,-2.5677838871933087e-08,2.6530138752703617e-08,-1.4487308664355278e-14,0.0,0.0,-5.220796313732804e-08
4.921317897497875e-07,28.51487879617574,-2.567783899433249e-08,2.6519536763530808e-08,-2.32765715334993e-14,0.0,0.0,-5.2197352481291764e-08
4.93382442328567e-07,28.639944054053693,-2.5677839190987763e-08,2.650610112456807e-08,-3.7398311040988744e-14,0.0,0.0,-5.218390291724479e-08
4.946330949073466e-07,28.765009311931657,-2.5677839506956192e-08,2.648907543274669e-08,-6.008791004245423e-14,0.0,0.0,-5.216685485179284e-08
4.958837474861263e-07,28.890074569809624,-2.5677840014641413e-08,2.6467501957712452e-08,-9.654391723000911e-14,0.0,0.0,-5.2145245428436633e-08
4.971344000649059e-07,29.015139827687587,-2.5677840830395207e-08,2.6440168411105917e-08,-1.551194180117068e-13,0.0,0.0,-5.2117854122083114e-08
4.983850526436856e-07,29.14020508556555,-2.5677842141204878e-08,2.6405540858601158e-08,-2.492365716892662e-13,0.0,0.0,-5.2083133763234347e-08
4.996357052224652e-07,29.265270343443518,-2.5677844247597514e-08,2.6361679300563092e-08,-4.0046345261023155e-13,0.0,0.0,-5.2039123084707996e-08
5.008863578012449e-07,29.390335601321482,-2.5677847632625844e-08,2.6306131659827813e-08,-6.434591755245602e-13,0.0,0.0,-5.198333583327813e-08
5.021370103800245e-07,29.515400859199445,-2.5677853072813476e-08,2.6235801003204045e-08,-1.0339224631853649e-12,0.0,0.0,-5.1912620153554336e-08
5.033876629588042e-07,29.640466117077413,-2.5677861816629565e-08,2.614677980668003e-08,-1.6613692785449084e-12,0.0,0.0,-5.182298025403105e-08
5.046383155375838e-07,29.765531374955376,-2.567787587169441e-08,2.6034144009727587e-08,-2.669676360055993e-12,0.0,0.0,-5.170935020506194e-08
5.058889681163634e-07,29.89059663283333,-2.567789846714371e-08,2.589169861666557e-08,-4.290116652651056e-12,0.0,0.0,-5.156530696715663e-08
5.07139620695143e-07,30.015661890711296,-2.5677934798373567e-08,2.571166593563392e-08,-6.89449498564062e-12,0.0,0.0,-5.138270623902185e-08
5.083902732739227e-07,30.14072714858926,-2.567799322744803e-08,2.548430764288488e-08,-1.1080639207349887e-11,0.0,0.0,-5.115122023112556e-08
5.096409258527023e-07,30.265792406467224,-2.5678087219603778e-08,2.5197473512063173e-08,-1.7810000274224908e-11,0.0,0.0,-5.0857750731392725e-08
5.10891578431482e-07,30.39085766434519,-2.5678238470583755e-08,2.4836074221949494e-08,-2.8629228115120383e-11,0.0,0.0,-5.048568346441813e-08
5.121422310102616e-07,30.515922922223155,-2.567848196395913e-08,2.4381485486331065e-08,-4.60271871747732e-11,0.0,0.0,-5.001394026311542e-08
5.133928835890413e-07,30.64098818010112,-2.5678874163516108e-08,2.3810909790083304e-08,-7.401063752890183e-11,0.0,0.0,-4.941577331607051e-08
5.146435361678209e-07,30.766053437979085,-2.567950631272816e-08,2.30967569290115e-08,-1.19033403334397e-10,0.0,0.0,-4.865722983840526e-08
5.158941887466006e-07,30.89111869585705,-2.707178072409943e-08,2.220616654673869e-08,-1.6033845239877705e-10,0.0,-1.4224140939730635e-09,-4.769519472446628e-08
5.171448413253802e-07,31.016183953735016,-2.0589617908254148e-08,2.1267088022965124e-08,-1.8458663449412884e-10,1.6335198389966733e-08,-1.252395857863559e-08,-4.548335910805629e-08
