z_m,distance_from_right_GB_over_W,resultant_N,bulk_force_per_length_N_per_m
-2.6452129120879125e-07,-88.81782280219781,9.94391797303862e-07,-4.017342270699086
-2.640226648351649e-07,-88.69316620879121,9.923688240584756e-07,-4.124911228674488
-2.635240384615385e-07,-88.56850961538463,9.902928285967467e-07,-4.230678153376551
-2.630254120879121e-07,-88.44385302197803,9.88164709209023e-07,-4.334625000237899
-2.625267857142857e-07,-88.31919642857143,9.859853729308425e-07,-4.436734552784001
-2.6202815934065936e-07,-88.19453983516485,9.837557351264564e-07,-4.536990450435252
-2.61529532967033e-07,-88.06988324175825,9.81476719069091e-07,-4.635377173274317
-2.610309065934066e-07,-87.94522664835166,9.791492555195157e-07,-4.731880064769185
-2.6053228021978025e-07,-87.82057005494507,9.767742823002884e-07,-4.826485326004388
-2.600336538461539e-07,-87.69591346153848,9.743527438683826e-07,-4.919180028373365
-2.595350274725275e-07,-87.57125686813188,9.718855908839308e-07,-5.009952116349887
-2.5903640109890114e-07,-87.44660027472528,9.693737797774702e-07,-5.0987904108608015
-2.585377747252748e-07,-87.3219436813187,9.668182723132379e-07,-5.185684621876366
-2.580391483516484e-07,-87.1972870879121,9.642200351506278e-07,-5.270625343085512
-2.57540521978022e-07,-87.07263049450549,9.61580039402828e-07,-5.353604068802872
-2.570418956043956e-07,-86.94797390109889,9.588992601927209e-07,-5.434613187824411
-2.5654326923076925e-07,-86.8233173076923,9.561786762066659e-07,-5.513645998294194
-2.560446428571429e-07,-86.69866071428571,9.53419269245494e-07,-5.590696703854091
-2.555460164835165e-07,-86.57400412087912,9.506220237739238e-07,-5.665760423953476
-2.5504739010989014e-07,-86.44934752747253,9.477879264672275e-07,-5.738833194467902
-2.545487637362638e-07,-86.32469093406594,9.449179657562383e-07,-5.809911973736558
-2.540501373626374e-07,-86.20003434065934,9.420131313703067e-07,-5.87899464471785
-2.5355151098901104e-07,-86.07537774725274,9.39074413878751e-07,-5.946080018757843
-2.5305288461538467e-07,-85.95072115384616,9.36102804230885e-07,-6.011167837521633
-2.5255425824175825e-07,-85.82606456043956,9.330992932947057e-07,-6.074258776326928
-2.520556318681319e-07,-85.70140796703298,9.300648713941483e-07,-6.135354446464666
-2.515570054945055e-07,-85.57675137362638,9.27000527845912e-07,-6.194457394451589
-2.5105837912087914e-07,-85.4520947802198,9.239072504959034e-07,-6.25157110423205
-2.5055975274725277e-07,-85.3274381868132,9.207860252547698e-07,-6.306699998477626
-2.500611263736264e-07,-85.20278159340661,9.176378356336334e-07,-6.359849436301972
-2.4956250000000004e-07,-85.07812500000001,9.14463662280524e-07,-6.411025712582508
-2.4906387362637367e-07,-84.95346840659342,9.112644825169452e-07,-6.460236057961901
-2.485652472527473e-07,-84.82881181318683,9.080412698755533e-07,-6.507488634128701
-2.4806662087912093e-07,-84.70415521978023,9.047949936392978e-07,-6.552792532489918
-2.4756799450549456e-07,-84.57949862637365,9.015266183822569e-07,-6.596157768483419
-2.4706936813186814e-07,-84.45484203296702,8.982371035125992e-07,-6.637595278499554
-2.4657074175824177e-07,-84.33018543956044,8.949274028179045e-07,-6.677116913219522
-2.460721153846154e-07,-84.20552884615384,8.915984640138899e-07,-6.714735430379885
-2.4557348901098903e-07,-84.08087225274726,8.882512282963395e-07,-6.75046448888366
-2.4507486263736266e-07,-83.95621565934066,8.848866298969468e-07,-6.784318638670415
-2.445762362637363e-07,-83.83155906593407,8.815055956437551e-07,-6.816313312140819
-2.4407760989010993e-07,-83.70690247252747,8.781090445264305e-07,-6.846464813006777
-2.4357898351648356e-07,-83.58224587912088,8.746978872669836e-07,-6.8747903052628905
-2.430803571428572e-07,-83.45758928571429,8.712730258965331e-07,-6.901307799641048
-2.425817307692308e-07,-83.3329326923077,8.678353533385666e-07,-6.9260361407432445
-2.420831043956044e-07,-83.20827609890111,8.643857529992905e-07,-6.948994991106784
-2.4158447802197803e-07,-83.08361950549451,8.609250983655776e-07,-6.970204816298134
-2.4108585164835166e-07,-82.95896291208793,8.574542526111993e-07,-6.989686866181161
-2.405872252747253e-07,-82.83430631868133,8.539740682119334e-07,-7.007463157681125
-2.400885989010989e-07,-82.70964972527473,8.504853865698e-07,-7.02355645498013
-2.3958997252747256e-07,-82.58499313186815,8.469890376473917e-07,-7.0379902484209955
-2.390913461538462e-07,-82.46033653846155,8.434858396128889e-07,-7.050788732322614
-2.385927197802198e-07,-82.33567994505496,8.399765984959431e-07,-7.061976783140299
-2.3809409340659342e-07,-82.21102335164835,8.364621078552947e-07,-7.071579933787556
-2.3759546703296706e-07,-82.08636675824177,8.32943148459045e-07,-7.079624348110368
-2.370968406593407e-07,-81.96171016483517,8.294204879772184e-07,-7.08613679667148
-2.3659821428571432e-07,-81.83705357142858,8.258948806881722e-07,-7.0911446249325865
-2.3609958791208795e-07,-81.71239697802199,8.223670671986582e-07,-7.094675729883218
-2.3560096153846156e-07,-81.58774038461539,8.188377741788168e-07,-7.096758522979309
-2.3510233516483519e-07,-81.46308379120879,8.153077141120213e-07,-7.097421907245091
-2.3460370879120882e-07,-81.33842719780219,8.117775850598411e-07,-7.0966952389558635
-2.3410508241758245e-07,-81.2137706043956,8.082480704437036e-07,-7.094608298559931
-2.3360645604395608e-07,-81.08911401098901,8.047198388431965e-07,-7.09119125245245
-2.3310782967032969e-07,-80.96445741758242,8.01193543810442e-07,-7.086474626335917
-2.3260920329670332e-07,-80.83980082417582,7.976698237023954e-07,-7.08048925934943
-2.3211057692307695e-07,-80.71514423076924,7.941493015312765e-07,-7.073266276833103
-2.3161195054945058e-07,-80.59048763736264,7.906325848327944e-07,-7.064837045596434
-2.311133241758242e-07,-80.46583104395606,7.871202655531793e-07,-7.055233142798171
-2.3061469780219784e-07,-80.34117445054946,7.836129199542574e-07,-7.044486314152585
-2.3011607142857145e-07,-80.21651785714286,7.801111085387495e-07,-7.032628434129649
-2.2961744505494508e-07,-80.09186126373628,7.766153759945179e-07,-7.019691469271421
-2.291188186813187e-07,-79.96720467032968,7.731262511578011e-07,-7.005707438225054
-2.2862019230769234e-07,-79.8425480769231,7.696442469972103e-07,-6.990708367941538
-2.2812156593406597e-07,-79.7178914835165,7.661698606171314e-07,-6.9747262592032095
-2.2762293956043958e-07,-79.5932348901099,7.627035732808158e-07,-6.957793041615757
-2.271243131868132e-07,-79.4685782967033,7.592458504537909e-07,-6.93994053668574
-2.2662568681318684e-07,-79.34392170329672,7.557971418677788e-07,-6.921200412001909
-2.2612706043956047e-07,-79.21926510989012,7.523578816041509e-07,-6.901604148291223
-2.256284340659341e-07,-79.09460851648352,7.489284881968071e-07,-6.881182993984274
-2.251298076923077e-07,-78.96995192307692,7.455093647559726e-07,-6.859967926339165
-2.2463118131868134e-07,-78.84529532967032,7.421008991111706e-07,-6.8379896129946305
-2.2413255494505497e-07,-78.72063873626374,7.387034639737408e-07,-6.815278371611242
-2.236339285714286e-07,-78.59598214285714,7.353174171183086e-07,-6.791864133846861
-2.2313530219780223e-07,-78.47132554945055,7.319431015833479e-07,-6.7677764044058515
-2.2263667582417584e-07,-78.34666895604396,7.285808458905143e-07,-6.743044226362174
-2.2213804945054947e-07,-78.22201236263737,7.252309642824224e-07,-6.717696141487576
-2.216394230769231e-07,-78.09735576923077,7.218937569777435e-07,-6.691760160171068
-2.2114079670329673e-07,-77.97269917582418,7.185695104433355e-07,-6.665263722822511
-2.2064217032967036e-07,-77.84804258241759,7.152584976841892e-07,-6.638233666738452
-2.20143543956044e-07,-77.72338598901099,7.11960978548832e-07,-6.610696196977388
-2.196449175824176e-07,-77.59872939560441,7.08677200050796e-07,-6.582676850737191
-2.1914629120879123e-07,-77.47407280219781,7.05407396705599e-07,-6.5542004706027654
-2.1864766483516486e-07,-77.34941620879123,7.021517908807197e-07,-6.525291178879258
-2.181490384615385e-07,-77.22475961538463,6.98910593161014e-07,-6.49597234116171
-2.1765041208791213e-07,-77.10010302197804,6.956840027258782e-07,-6.46626655549073
-2.1715178571428573e-07,-76.97544642857143,6.924722077389319e-07,-6.436195612759621
-2.1665315934065936e-07,-76.85078983516485,6.892753857504565e-07,-6.405780485079153
-2.16154532967033e-07,-76.72613324175825,6.860937041078589e-07,-6.375041305064712
-2.1565590659340662e-07,-76.60147664835165,6.829273203780142e-07,-6.343997338800893
-2.1515728021978026e-07,-76.47682005494507,6.797763827783448e-07,-6.312666977802568
-2.1465865384615386e-07,-76.35216346153845,6.766410306142003e-07,-6.28106772170231
-2.141600274725275e-07,-76.22750686813187,6.735213947255842e-07,-6.2492161580179415
-2.1366140109890112e-07,-76.10285027472527,6.704175979388991e-07,-6.217127962324645
-2.1316277472527476e-07,-75.97819368131869,6.673297555233487e-07,-6.1848178793339
-2.126641483516484e-07,-75.85353708791209,6.642579756524313e-07,-6.152299721495471
-2.12165521978022e-07,-75.7288804945055,6.612023598692509e-07,-6.119586355081994
-2.1166689560439562e-07,-75.6042239010989,6.581630035520604e-07,-6.0866897133334055
-2.1116826923076925e-07,-75.4795673076923,6.551399963823988e-07,-6.053620772904383
-2.1066964285714289e-07,-75.35491071428572,6.521334228147465e-07,-6.0203895715545555
-2.1017101648351652e-07,-75.23025412087912,6.491433625424386e-07,-5.987005205557897
-2.0967239010989012e-07,-75.10559752747254,6.461698909633688e-07,-5.953475833297676
-2.0917376373626375e-07,-74.98094093406594,6.432130796447223e-07,-5.919808675754
-2.0867513736263738e-07,-74.85628434065936,6.402729967797246e-07,-5.886010048322881
-2.0817651098901102e-07,-74.73162774725276,6.373497076426983e-07,-5.852085335840417
-2.0767788461538465e-07,-74.60697115384617,6.344432750384802e-07,-5.81803904064117
-2.0717925824175828e-07,-74.48231456043958,6.31553759741998e-07,-5.78387477406043
-2.0668063186813188e-07,-74.35765796703296,6.286812209336462e-07,-5.749595282158265
-2.0618200549450552e-07,-74.23300137362638,6.258257166230072e-07,-5.7152024670370745
-2.0568337912087915e-07,-74.10834478021978,6.229873040644329e-07,-5.680697398457266
-2.0518475274725278e-07,-73.9836881868132,6.201660401609682e-07,-5.646080349381218
-2.046861263736264e-07,-73.8590315934066,6.173619818568515e-07,-5.6113508065386455
-2.0418750000000001e-07,-73.734375,6.14575186517684e-07,-5.576507509760406
-2.0368887362637365e-07,-73.6097184065934,6.118057122962956e-07,-5.5415484703539954
-2.0319024725274728e-07,-73.48506181318682,6.090536184849597e-07,-5.506471007920567
-2.026916208791209e-07,-73.36040521978022,6.063189658513225e-07,-5.471271779277438
-2.0219299450549454e-07,-73.23574862637362,6.036018169595417e-07,-5.435946809261172
-2.0169436813186814e-07,-73.11109203296704,6.009022364729231e-07,-5.400491534657349
-2.0119574175824178e-07,-72.98643543956044,5.982202914394645e-07,-5.364900829206632
-2.006971153846154e-07,-72.86177884615385,5.955560515597013e-07,-5.3291690501244595
-2.0019848901098904e-07,-72.73712225274726,5.929095894332696e-07,-5.293290077416578
-1.9969986263736267e-07,-72.61246565934067,5.90280980787114e-07,-5.25725734865813
-1.9920123626373628e-07,-72.48780906593407,5.876703046828573e-07,-5.221063908344394
-1.987026098901099e-07,-72.36315247252749,5.850776437015534e-07,-5.184702449744232
-1.9820398351648354e-07,-72.23849587912089,5.825030841085729e-07,-5.148165353260632
-1.9770535714285717e-07,-72.11383928571429,5.79946715994454e-07,-5.111444745051485
-1.972067307692308e-07,-71.98918269230771,5.774086333928971e-07,-5.074532530549285
-1.9670810439560443e-07,-71.86452609890111,5.74888934376728e-07,-5.037420449921588
-1.9620947802197804e-07,-71.73986950549451,5.723877211282926e-07,-5.000100125698584
-1.9571085164835167e-07,-71.61521291208791,5.69905099985991e-07,-4.962563111397519
-1.952122252747253e-07,-71.49055631868133,5.674411814674087e-07,-4.9248009373187305
-1.9471359890109893e-07,-71.36589972527473,5.649960802664269e-07,-4.886805169723938
-1.9421497252747256e-07,-71.24124313186815,5.625699152253988e-07,-4.848567452171493
-1.9371634615384617e-07,-71.11658653846153,5.601628092827149e-07,-4.81007956350517
-1.932177197802198e-07,-70.99192994505495,5.577748893944941e-07,-4.771333464174674
-1.9271909340659343e-07,-70.86727335164835,5.554062864313384e-07,-4.732321350509663
-1.9222046703296706e-07,-70.74261675824175,5.530571350496445e-07,-4.693035703046893
-1.917218406593407e-07,-70.61796016483517,5.507275735376612e-07,-4.653469340038457
-1.912232142857143e-07,-70.49330357142857,5.484177436364587e-07,-4.6136154651097065
-1.9072458791208793e-07,-70.36864697802199,5.461277903366402e-07,-4.5734677174422425
-1.9022596153846156e-07,-70.24399038461539,5.43857861649803e-07,-4.533020223379283
-1.897273351648352e-07,-70.1193337912088,5.416081083566431e-07,-4.492267639003715
-1.8922870879120882e-07,-69.9946771978022,5.393786837311995e-07,-4.451205203784092
-1.8873008241758243e-07,-69.87002060439562,5.371697432417497e-07,-4.409828781025502
-1.8823145604395606e-07,-69.74536401098902,5.34981444230027e-07,-4.368134904858888
-1.877328296703297e-07,-69.62070741758242,5.328139455682306e-07,-4.326120822750383
-1.8723420329670332e-07,-69.49605082417584,5.306674072951864e-07,-4.283784537049717
-1.8673557692307695e-07,-69.37139423076924,5.2854199023266e-07,-4.241124843442241
-1.8623695054945056e-07,-69.24673763736264,5.264378555827734e-07,-4.198141368671731
-1.857383241758242e-07,-69.12208104395604,5.24355164507187e-07,-4.15483460630236
-1.8523969780219782e-07,-68.99742445054946,5.222940776894709e-07,-4.111205948705324
-1.8474107142857145e-07,-68.87276785714286,5.202547548819504e-07,-4.067257717639817
-1.8424244505494508e-07,-68.74811126373628,5.182373544382311e-07,-4.022993191363211
-1.8374381868131872e-07,-68.62345467032968,5.162420328327704e-07,-3.978416629717679
-1.8324519230769232e-07,-68.49879807692307,5.142689441686952e-07,-3.9335332963731378
-1.8274656593406595e-07,-68.37414148351648,5.123182396759193e-07,-3.88834947564111
-1.8224793956043958e-07,-68.24948489010988,5.103900672006371e-07,-3.8428724903946576
-1.8174931318681321e-07,-68.1248282967033,5.08484570688085e-07,-3.79711071120038
-1.8125068681318685e-07,-68.0001717032967,5.06601889660265e-07,-3.7510735674654936
-1.8075206043956045e-07,-67.87551510989012,5.047421586902803e-07,-3.70477154985847
-1.8025343406593408e-07,-67.75085851648352,5.029055068752106e-07,-3.6582162137206917
-1.7975480769230771e-07,-67.62620192307693,5.010920573091897e-07,-3.611420174754186
-1.7925618131868135e-07,-67.50154532967034,4.993019265588101e-07,-3.564397103877017
-1.7875755494505498e-07,-67.37688873626374,4.975352241424766e-07,-3.5171617163678084
-1.7825892857142858e-07,-67.25223214285715,4.957920520158114e-07,-3.4697297582314435
-1.777603021978022e-07,-67.12757554945055,4.940725040649817e-07,-3.42211798781325
-1.7726167582417584e-07,-67.00291895604397,4.923766656098153e-07,-3.3743441546278086
-1.7676304945054948e-07,-66.87826236263737,4.907046129186118e-07,-3.3264269732862397
-1.762644230769231e-07,-66.75360576923079,4.890564127367567e-07,-3.2783860938335234
-1.757657967032967e-07,-66.62894917582418,4.874321218307184e-07,-3.2302420692967173
-1.7526717032967034e-07,-66.50429258241759,4.858317865492765e-07,-3.182016318567425
-1.7476854395604397e-07,-66.37963598901099,4.842554424038763e-07,-3.133731086326967
-1.742699175824176e-07,-66.2549793956044,4.827031136700023e-07,-3.0854093982793533
-1.7377129120879124e-07,-66.13032280219781,4.811748130106675e-07,-3.037075016675373
-1.7327266483516487e-07,-66.00566620879121,4.796705411242415e-07,-2.9887523865622065
-1.7277403846153847e-07,-65.88100961538461,4.781902864177212e-07,-2.94046658689369
-1.722754120879121e-07,-65.75635302197801,4.7673402470659647e-07,-2.8922432720981512
-1.7177678571428574e-07,-65.63169642857143,4.753017189435083e-07,-2.844108614365096
-1.7127815934065937e-07,-65.50703983516483,4.738933189760502e-07,-2.796089243800121
-1.70779532967033e-07,-65.38238324175825,4.725087613348051e-07,-2.7482121862854116
-1.702809065934066e-07,-65.25772664835165,4.711479690531608e-07,-2.700504797459167
-1.6978228021978024e-07,-65.13307005494507,4.6981085151920103e-07,-2.6529946993616456
-1.6928365384615387e-07,-65.00841346153847,4.684973043606933e-07,-2.6057097103050673
-1.687850274725275e-07,-64.88375686813187,4.6720720936332663e-07,-2.5586777809265993
-1.6828640109890113e-07,-64.75910027472528,4.6594043442272554e-07,-2.5119269219145983
-1.6778777472527473e-07,-64.63444368131869,4.6469683353144395e-07,-2.4654851352539557
-1.6728914835164837e-07,-64.5097870879121,4.634762467993646e-07,-2.419380348287089
-1.66790521978022e-07,-64.3851304945055,4.622785005084284e-07,-2.3736403412207006
-1.6629189560439563e-07,-64.26047390109892,4.611034072022624e-07,-2.328292678954033
-1.6579326923076926e-07,-64.13581730769232,4.599507658088788e-07,-2.2833646459248143
-1.6529464285714287e-07,-64.01116071428572,4.588203617966802e-07,-2.238883176986647
-1.647960164835165e-07,-63.886504120879124,4.5771196736398756e-07,-2.1948747914362667
-1.6429739010989013e-07,-63.76184752747253,4.56625341660318e-07,-2.1513655310135253
-1.6379876373626376e-07,-63.63719093406594,4.5556023103828364e-07,-2.108380898477689
-1.633001373626374e-07,-63.51253434065935,4.545163693367511e-07,-2.065945793059984
-1.62801510989011e-07,-63.387877747252745,4.534934781930959e-07,-2.0240844577844057
-1.6230288461538463e-07,-63.26322115384615,4.5249126738258815e-07,-1.982820422797467
-1.6180425824175826e-07,-63.138564560439555,4.5150943518557863e-07,-1.9421764500405052
-1.613056318681319e-07,-63.013907967032964,4.505476687797292e-07,-1.902174487683431
-1.6080700549450552e-07,-62.88925137362637,4.496056446562611e-07,-1.8628356189265418
-1.6030837912087915e-07,-62.76459478021978,4.4868302905879986e-07,-1.8241800221901738
-1.5980975274725276e-07,-62.63993818681319,4.477794784420517e-07,-1.78622693102223
-1.593111263736264e-07,-62.5152815934066,4.4689463995114086e-07,-1.7489945909915838
-1.5881250000000002e-07,-62.39062500000001,4.4602815191817243e-07,-1.7125002334567048
-1.5831387362637365e-07,-62.265968406593416,4.451796443732764e-07,-1.6767600434297132
-1.5781524725274728e-07,-62.14131181318682,4.443487395714093e-07,-1.6417891283204842
-1.573166208791209e-07,-62.016655219780226,4.4353505253002394e-07,-1.6076015054196102
-1.5681799450549452e-07,-61.891998626373635,4.4273819157842266e-07,-1.5742100673892563
-1.5631936813186815e-07,-61.76734203296704,4.419577589159928e-07,-1.5416265810699539
-1.5582074175824178e-07,-61.64268543956045,4.411933511745307e-07,-1.5098616721839524
-1.553221153846154e-07,-61.51802884615386,4.404445599897796e-07,-1.4789248035846903
-1.5482348901098902e-07,-61.393372252747255,4.3971097257485023e-07,-1.448824289518459
-1.5432486263736265e-07,-61.268715659340664,4.389921722938719e-07,-1.419567280389777
-1.5382623626373628e-07,-61.14405906593407,4.382877392381796e-07,-1.3911597678756065
-1.533276098901099e-07,-61.01940247252748,4.375972508004194e-07,-1.3636065882492703
-1.5282898351648354e-07,-60.89474587912088,4.369202822450303e-07,-1.336911433662556
-1.5233035714285715e-07,-60.77008928571428,4.362564072741814e-07,-1.3110768592243136
-1.5183173076923078e-07,-60.645432692307686,4.3560519858935464e-07,-1.2861042935085127
-1.513331043956044e-07,-60.520776098901095,4.34966228444794e-07,-1.2619940608576752
-1.5083447802197804e-07,-60.396119505494504,4.34339069191637e-07,-1.2387453966266129
-1.5033585164835167e-07,-60.27146291208791,4.3372329381408927e-07,-1.2163564640310454
-1.498372252747253e-07,-60.14680631868132,4.331184764535384e-07,-1.1948243859604122
-1.493385989010989e-07,-60.02214972527473,4.3252419292075316e-07,-1.1741452611067338
-1.4883997252747254e-07,-59.89749313186814,4.3194002119680563e-07,-1.1543141934050138
-1.4834134615384617e-07,-59.77283653846154,4.313655419184404e-07,-1.1353253251853144
-1.478427197802198e-07,-59.64817994505495,4.3080033884992183e-07,-1.117171858572572
-1.4734409340659344e-07,-59.52352335164836,4.3024399933905556e-07,-1.099846097846958
-1.4684546703296704e-07,-59.39886675824176,4.296961147578773e-07,-1.083339468879645
-1.4634684065934067e-07,-59.27421016483517,4.291562809268145e-07,-1.0676425663434406
-1.458482142857143e-07,-59.14955357142858,4.286240985211007e-07,-1.0527451779473904
-1.4534958791208793e-07,-59.024896978021985,4.280991734605649e-07,-1.0386363272920567
-1.4485096153846157e-07,-58.900240384615394,4.2758111728110943e-07,-1.0253043047465162
-1.4435233516483517e-07,-58.775583791208796,4.270695474887231e-07,-1.012736706998817
-1.438537087912088e-07,-58.650927197802204,4.2656408789431817e-07,-1.0009204747736324
-1.4335508241758243e-07,-58.526270604395606,4.2606436893111093e-07,-0.9898419254754126
-1.4285645604395607e-07,-58.401614010989015,4.255700279525862e-07,-0.9794867988177817
-1.423578296703297e-07,-58.27695741758242,4.2508070951187956e-07,-0.9698402860456948
-1.418592032967033e-07,-58.152300824175825,4.2459606562331116e-07,-0.9608870727129724
-1.4136057692307693e-07,-58.02764423076923,4.241157560044143e-07,-0.9526113744903838
-1.4086195054945056e-07,-57.90298763736264,4.2363944830015063e-07,-0.9449969731741511
-1.403633241758242e-07,-57.77833104395605,4.231668182882876e-07,-0.9380272566238667
-1.3986469780219783e-07,-57.65367445054946,4.2269755006657187e-07,-0.9316852521843234
-1.3936607142857143e-07,-57.52901785714286,4.222313362229793e-07,-0.9259536615231456
-1.3886744505494506e-07,-57.40436126373626,4.2176787798671744e-07,-0.9208149033673284
-1.383688186813187e-07,-57.27970467032967,4.21306885361785e-07,-0.9162511410870671
-1.3787019230769233e-07,-57.15504807692308,4.208480772454138e-07,-0.9122443160835232
-1.3737156593406596e-07,-57.03039148351649,4.2039118152685223e-07,-0.9087761936636457
-1.368729395604396e-07,-56.9057348901099,4.1993593517143625e-07,-0.9058283764477106
-1.363743131868132e-07,-56.7810782967033,4.194820842878686e-07,-0.90338235874169
-1.3587568681318683e-07,-56.65642170329671,4.190293841780598e-07,-0.9014195423963518
-1.3537706043956046e-07,-56.53176510989012,4.18577599374601e-07,-0.8999212708767692
-1.348784340659341e-07,-56.407108516483525,4.18126503660438e-07,-0.8988688669817633
-1.3437980769230772e-07,-56.28245192307693,4.176758800735571e-07,-0.8982436554896192
-1.3388118131868132e-07,-56.15779532967033,4.172255208987891e-07,-0.8980269925285195
-1.3338255494505496e-07,-56.03313873626374,4.167752276438665e-07,-0.8982002996806637
-1.328839285714286e-07,-55.908482142857146,4.1632481100249583e-07,-0.8987450822283444
-1.3238530219780222e-07,-55.783825549450555,4.1587409080360455e-07,-0.8996429667005067
-1.3188667582417585e-07,-55.65916895604396,4.154228959464393e-07,-0.9008757203057218
-1.3138804945054945e-07,-55.534512362637365,4.149710643244235e-07,-0.9024252769116643
-1.3088942307692309e-07,-55.409855769230774,4.145184427349045e-07,-0.9042737679026142
-1.3039079670329672e-07,-55.28519917582418,4.140648867771305e-07,-0.9064035388110454
-1.2989217032967035e-07,-55.16054258241759,4.136102607376305e-07,-0.9087971834715741
-1.2939354395604398e-07,-55.03588598901099,4.1315443746429446e-07,-0.9114375554148043
-1.2889491758241759e-07,-54.911229395604394,4.1269729822891555e-07,-0.9143078030371663
-1.2839629120879122e-07,-54.7865728021978,4.1223873257675617e-07,-0.9173913866865855
-1.2789766483516485e-07,-54.66191620879121,4.1177863816708575e-07,-0.9206720980386339
-1.2739903846153848e-07,-54.53725961538462,4.113169206014465e-07,-0.9241340901619486
-1.269004120879121e-07,-54.41260302197803,4.1085349324083097e-07,-0.9277618921849193
-1.2640178571428574e-07,-54.28794642857144,4.1038827701303484e-07,-0.9315404341947533
-1.2590315934065935e-07,-54.16328983516484,4.0992120020916655e-07,-0.935455066144253
-1.2540453296703298e-07,-54.03863324175825,4.0945219826977585e-07,-0.939491580685102
-1.249059065934066e-07,-53.91397664835165,4.0898121356131884e-07,-0.9436362294427945
-1.2440728021978024e-07,-53.78932005494506,4.0850819514231155e-07,-0.9478757481851217
-1.2390865384615387e-07,-53.66466346153847,4.080330985200044e-07,-0.9521973699814686
-1.2341002747252748e-07,-53.54000686813187,4.075558853988231e-07,-0.9565888451773773
-1.229114010989011e-07,-53.41535027472528,4.0707652341748724e-07,-0.9610384672193957
-1.2241277472527474e-07,-53.290693681318686,4.065949858789842e-07,-0.9655350753870999
-1.2191414835164837e-07,-53.166037087912095,4.061112514724532e-07,-0.9700680849822909
-1.21415521978022e-07,-53.0413804945055,4.056253039858746e-07,-0.9746274940457331
-1.209168956043956e-07,-52.916723901098905,4.051371320121783e-07,-0.979203903229975
-1.2041826923076924e-07,-52.792067307692314,4.0464672864795797e-07,-0.9837885256998842
-1.1991964285714287e-07,-52.667410714285715,4.04154091186197e-07,-0.9883732013681388
-1.194210164835165e-07,-52.542754120879124,4.036592208027613e-07,-0.9929504077957413
-1.1892239010989012e-07,-52.418097527472526,4.0316212223813875e-07,-0.9975132683555135
-1.1842376373626375e-07,-52.293440934065934,4.026628034749292e-07,-1.0020555610508395
-1.1792513736263738e-07,-52.16878434065934,4.021612754117831e-07,-1.0065717238887548
-1.17426510989011e-07,-52.04412774725275,4.016575515347854e-07,-1.0110568596470333
-1.1692788461538463e-07,-51.91947115384616,4.011516475873365e-07,-1.0155067368987316
-1.1642925824175825e-07,-51.79481456043957,4.006435812392249e-07,-1.0199177918041444
-1.1593063186813188e-07,-51.67015796703298,4.0013337175599726e-07,-1.0242871246083667
-1.1543200549450551e-07,-51.54550137362638,3.9962103967007065e-07,-1.0286124956427158
-1.1493337912087913e-07,-51.42084478021978,3.991066064538645e-07,-1.032892320346752
-1.1443475274725276e-07,-51.29618818681319,3.9859009419663335e-07,-1.0371256583325177
-1.1393612637362638e-07,-51.17153159340659,3.9807152528604916e-07,-1.0413122040423746
-1.1343750000000001e-07,-51.046875,3.975509220953244e-07,-1.0454522722140687
-1.1293887362637364e-07,-50.92221840659341,3.9702830667702803e-07,-1.0495467836991514
-1.1244024725274726e-07,-50.79756181318682,3.9650370046496774e-07,-1.0535972450160331
-1.1194162087912089e-07,-50.672905219780226,3.9597712398477805e-07,-1.0576057310392162
-1.1144299450549452e-07,-50.548248626373635,3.9544859657435695e-07,-1.0615748594603882
-1.1094436813186814e-07,-50.423592032967036,3.949181361150517e-07,-1.0655077694506765
-1.1044574175824177e-07,-50.298935439560445,3.9438575877407407e-07,-1.069408093368513
-1.0994711538461539e-07,-50.17427884615385,3.93851478759098e-07,-1.0732799308792118
-1.0944848901098902e-07,-50.049622252747255,3.933153080846756e-07,-1.0771278213650566
-1.0894986263736266e-07,-49.924965659340664,3.9277725635018295e-07,-1.0809567184143627
-1.0845123626373627e-07,-49.800309065934066,3.922373305278905e-07,-1.0847719669101297
-1.079526098901099e-07,-49.675652472527474,3.9169553475857644e-07,-1.0885792869144448
-1.0745398351648352e-07,-49.55099587912088,3.9115187015012755e-07,-1.0923847681232124
-1.0695535714285715e-07,-49.42633928571429,3.906063345718482e-07,-1.0961948821750118
-1.0645673076923079e-07,-49.3016826923077,3.900589224331928e-07,-1.1000165217888833
-1.059581043956044e-07,-49.1770260989011,3.895096244302106e-07,-1.1038570797967888
-1.0545947802197804e-07,-49.05236950549451,3.8895842723506336e-07,-1.1077245872478765
-1.0496085164835167e-07,-48.92771291208792,3.8840531309310826e-07,-1.1116279357180943
-1.0446222527472528e-07,-48.80305631868132,3.878502592773334e-07,-1.1155772188177655
-1.0396359890109892e-07,-48.67839972527473,3.8729323732929625e-07,-1.1195842422803939
-1.0346497252747253e-07,-48.55374313186813,3.8673421198854526e-07,-1.1236632641133848
-1.0296634615384617e-07,-48.42908653846154,3.8617313967557874e-07,-1.1278320540756677
-1.024677197802198e-07,-48.30442994505495,3.8560996634351813e-07,-1.1321133868486213
-1.0196909340659342e-07,-48.17977335164836,3.850446244463547e-07,-1.1365371291627495
-1.0147046703296705e-07,-48.05511675824176,3.844770286800648e-07,-1.141143133541266
-1.0097184065934068e-07,-47.93046016483517,3.8390707002552826e-07,-1.145985244316986
