episode,avalanche_id,event_number,q_over_b,start_time_s,end_time_s,duration_s,recovery_steps,affinity_start_Pa,affinity_min_Pa,affinity_end_Pa,LEFT_sigma_local_Pa_start,LEFT_sigma_local_Pa_end,delta_LEFT_sigma_local_Pa,RIGHT_sigma_local_Pa_start,RIGHT_sigma_local_Pa_end,delta_RIGHT_sigma_local_Pa,V_center_m3_start,V_center_m3_end,delta_V_center_m3,center_span_m_start,center_span_m_end,delta_center_span_m,LEFT_TJ_radius_m_start,LEFT_TJ_radius_m_end,delta_LEFT_TJ_radius_m,RIGHT_TJ_radius_m_start,RIGHT_TJ_radius_m_end,delta_RIGHT_TJ_radius_m,LEFT_neck_radius_m_start,LEFT_neck_radius_m_end,delta_LEFT_neck_radius_m,RIGHT_neck_radius_m_start,RIGHT_neck_radius_m_end,delta_RIGHT_neck_radius_m,GB_LEFT_m_start,GB_LEFT_m_end,delta_GB_LEFT_m,GB_RIGHT_m_start,GB_RIGHT_m_end,delta_GB_RIGHT_m,centroid_strain_start,centroid_strain_end,delta_centroid_strain,quota_strain_start,quota_strain_end,delta_quota_strain,energy_J_start,energy_J_end,delta_energy_J
267,2,9,0.9612499999999906,804.0724755150492,804.0728650136284,0.00038949857923853415,1,2883.179409533739,2883.179409533739,193470.32875590026,-2405243.2953846296,-2408177.539702922,-2934.2443182924762,25019224.94923019,24996168.629497178,-23056.319733012468,1.9487413403804123e-21,1.948753908156365e-21,1.256777595263885e-26,3.254200501944555e-08,3.2542004466904534e-08,-5.525410187805677e-16,1.3922375608181112e-07,1.392103323508626e-07,-1.3423730948525125e-11,1.3574635561812046e-07,1.3574637625871075e-07,2.0640590285311535e-14,1.3922375608181112e-07,1.392103323508626e-07,-1.3423730948525125e-11,1.3574635561812046e-07,1.3574637625871075e-07,2.0640590285311535e-14,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6142010779152673e-08,1.6142010226611657e-08,-5.525410154718452e-16,-0.0005993972936868541,-0.0006006344523354912,-1.237158648637049e-06,0.013926263693189172,0.013926263693189172,0.0,3.6226667688174863e-13,3.622583706221449e-13,-8.306259603755378e-18
268,2,9,0.9662499999999905,804.997812843173,804.9982023417522,0.0003894985791248473,1,25537.58716478944,25537.58716478944,235007.53894895315,-2400270.8735296894,-2379943.030683608,20327.842846081592,25018355.60367841,24999501.1823791,-18854.42129930854,1.9487563949047083e-21,1.948768830527775e-21,1.2435623066484604e-26,3.2541893069320114e-08,3.254188987775271e-08,-3.1915674042183473e-15,1.3922045015919822e-07,1.3920749679923775e-07,-1.2953359960471228e-11,1.3574585309740638e-07,1.3574596947503074e-07,1.163776243581666e-13,1.3922045015919822e-07,1.3920749679923775e-07,-1.2953359960471228e-11,1.3574585309740638e-07,1.3574596947503074e-07,1.163776243581666e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6141898829027234e-08,1.6141895637459833e-08,-3.191567400909625e-15,-0.0006001386599752134,-0.0006013660414261324,-1.2273814509189407e-06,0.0139340339616747,0.0139340339616747,0.0,3.6226829446067654e-13,3.622600308469051e-13,-8.263613771455636e-18
269,2,9,0.9724999999999904,806.2873662896858,806.287755788265,0.00038949857923853415,1,21445.875362336636,21445.875362336636,227580.5550788641,-2369590.935823217,-2360589.770564542,9001.165258674882,25027354.259652447,25006689.784063578,-20664.475588869303,1.9487719077564086e-21,1.948784331307321e-21,1.2423550912534428e-26,3.25417505794325e-08,3.254174838667418e-08,-2.1927583222972482e-15,1.3922017938812014e-07,1.3920709626027098e-07,-1.308312784916601e-11,1.357453193041021e-07,1.3574539946318408e-07,8.01590819715398e-14,1.3922017938812014e-07,1.3920709626027098e-07,-1.308312784916601e-11,1.357453193041021e-07,1.3574539946318408e-07,8.01590819715398e-14,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6141756339139622e-08,1.6141754146381297e-08,-2.1927583256059707e-15,-0.0006007432897641163,-0.0006019696378227746,-1.2263480586582887e-06,0.013943746797281609,0.013943746797281609,0.0,3.622724520431264e-13,3.622642104461803e-13,-8.241596946116718e-18
270,2,9,0.9787499999999901,808.004677058998,808.0050665575773,0.00038949857923853415,1,14326.745578065515,14326.745578065515,215657.59859141707,-2350263.477266767,-2342999.9133557817,7263.5639109853655,25034531.417038195,25013391.86019333,-21139.55684486404,1.9487874089169058e-21,1.9487997950176276e-21,1.2386100721778699e-26,3.254160916040974e-08,3.254160700532251e-08,-2.1550872334172727e-15,1.392197769873736e-07,1.3920668801147456e-07,-1.3088975899047395e-11,1.3574474938849938e-07,1.3574482818385288e-07,7.879535350015556e-14,1.392197769873736e-07,1.3920668801147456e-07,-1.3088975899047395e-11,1.3574474938849938e-07,1.3574482818385288e-07,7.879535350015556e-14,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.614161492011686e-08,1.614161276502963e-08,-2.1550872301085502e-15,-0.000601346980934947,-0.0006025707092838228,-1.2237283488758521e-06,0.013953459632888524,0.013953459632888524,0.0,3.62276633463593e-13,3.6226841409955124e-13,-8.21936404175417e-18
271,2,9,0.98499999999999,815.0539963593219,815.054385857901,0.0003894985791248473,1,2659.937649473548,2659.937649473548,201381.51448316872,-2332670.2891586246,-2326176.8525635526,6493.4365950720385,25041227.93442321,25019824.60215175,-21403.33227145672,1.9488028733047138e-21,1.9488152206421145e-21,1.2347337400765757e-26,3.2541467842781404e-08,3.2541465644078856e-08,-2.1987025480581727e-15,1.392193671626033e-07,1.39206289503648e-07,-1.3077658955292847e-11,1.3574417831869372e-07,1.3574425869987724e-07,8.038118351296076e-14,1.392193671626033e-07,1.39206289503648e-07,-1.3077658955292847e-11,1.3574417831869372e-07,1.3574425869987724e-07,8.038118351296076e-14,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6141473602488524e-08,1.6141471403785976e-08,-2.1987025480581727e-15,-0.0006019481459969,-0.000603169145719118,-1.220999722217897e-06,0.013963172468495433,0.013963172468495433,0.0,3.6228083847000793e-13,3.6227264114713367e-13,-8.197322874262932e-18
272,2,9,0.9899999999999899,815.8398551019832,815.8402446005624,0.00038949857923853415,1,34588.0988933295,34588.0988933295,241882.38791444898,-2318202.726932007,-2297546.750008963,20655.97692304384,25042010.876644738,25023431.551925477,-18579.324719261378,1.9488177084541197e-21,1.9488299504054475e-21,1.2241951327839058e-26,3.25413544280614e-08,3.254135037831567e-08,-4.049745730106628e-15,1.3921639987816055e-07,1.392036560710421e-07,-1.2743807118434356e-11,1.357437365492898e-07,1.357438840657982e-07,1.4751650841310392e-13,1.3921639987816055e-07,1.392036560710421e-07,-1.2743807118434356e-11,1.357437365492898e-07,1.357438840657982e-07,1.4751650841310392e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6141360187768524e-08,1.6141356138022788e-08,-4.049745736724073e-15,-0.0006026735808770667,-0.0006038866241895313,-1.2130433124646345e-06,0.01397094273698096,0.01397094273698096,0.0,3.6228256273831335e-13,3.622744050298563e-13,-8.15770845706078e-18
273,2,9,0.9962499999999898,816.8808776803266,816.8812671789058,0.0003894985791248473,1,29654.85242944956,29654.85242944956,230951.16063447297,-2287181.086928915,-2278998.353579429,8182.733349486254,25051277.125310823,25030587.40088094,-20689.724429883063,1.948833029641995e-21,1.948845264619953e-21,1.2234977957936081e-26,3.2541211310433933e-08,3.25412084014177e-08,-2.9090162315509565e-15,1.3921632872257643e-07,1.392034242677526e-07,-1.2904454823827818e-11,1.3574323495090878e-07,1.3574334110457288e-07,1.0615366409901687e-13,1.3921632872257643e-07,1.392034242677526e-07,-1.2904454823827818e-11,1.3574323495090878e-07,1.3574334110457288e-07,1.0615366409901687e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.614121707014105e-08,1.6141214161124825e-08,-2.9090162249335116e-15,-0.0006032641974760278,-0.0006044766558701564,-1.212458394128646e-06,0.013980655572587873,0.013980655572587873,0.0,3.6228682364670803e-13,3.622786858640894e-13,-8.137782618648008e-18
274,2,10,0.0425,819.7012580872738,819.7028160815908,0.0015579943169541366,4,23689.05489720404,-291191.525493145,294427.35465313494,-1883360.7288385108,-2100357.7417568713,-216997.01291836053,25213266.645539228,25064662.0779974,-148604.56754182652,1.948920256583133e-21,1.94896928163839e-21,4.9025055256994836e-26,3.254012868086276e-08,3.254014341778119e-08,1.4736918430346023e-14,1.3924823637614156e-07,1.391909685559631e-07,-5.726782017845673e-11,1.3574044925553926e-07,1.3573991772715083e-07,-5.315283884372951e-13,1.3924823637614156e-07,1.391909685559631e-07,-5.726782017845673e-11,1.3574044925553926e-07,1.3573991772715083e-07,-5.315283884372951e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6140134440569878e-08,1.6140149177488305e-08,1.47369184270373e-14,-0.0006050899191554215,-0.0006099580940757132,-4.868174920291679e-06,0.014052530556079032,0.014052530556079032,0.0,3.6233515251361394e-13,3.62302832364785e-13,-3.2320148828934086e-17
275,2,10,0.05125000000000001,823.4072583834402,823.4076478820194,0.00038949857923853415,1,5819.235531121492,5819.235531121492,195369.9433928281,-2086725.4974324927,-2096685.1254447307,-9959.62801223807,25103319.043886438,25080811.64369131,-22507.400195129216,1.948973580590523e-21,1.9489854529044586e-21,1.1872313935639937e-26,3.253994959004454e-08,3.253994676540269e-08,-2.824641850306857e-15,1.3920869068931155e-07,1.3919588134048177e-07,-1.2809348829777123e-11,1.3573900811525392e-07,1.3573911123224587e-07,1.0311699195550169e-13,1.3920869068931155e-07,1.3919588134048177e-07,-1.2809348829777123e-11,1.3573900811525392e-07,1.3573911123224587e-07,1.0311699195550169e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6139955349751656e-08,1.6139952525109806e-08,-2.824641850306857e-15,-0.0006090860609646587,-0.0006102717889360232,-1.1857279713645141e-06,0.014066128525928704,0.014066128525928704,0.0,3.6232021849852613e-13,3.6231230472060557e-13,-7.913777920560952e-18
276,2,10,0.056250000000000015,824.2433947745009,824.2437842730801,0.00038949857923853415,1,31484.97331944108,31484.97331944108,224385.18166416883,-2088982.1598246163,-2071563.8017948726,17418.358029743657,25102807.037659623,25084287.394677438,-18519.642982184887,1.948987942660302e-21,1.9489996731643165e-21,1.1730504014318884e-26,3.253983608445294e-08,3.253983037724458e-08,-5.707208366349055e-15,1.3920597083194997e-07,1.3919362016867663e-07,-1.2350663273344253e-11,1.3573859142058817e-07,1.3573879896637722e-07,2.075457890509627e-13,1.3920597083194997e-07,1.3919362016867663e-07,-1.2350663273344253e-11,1.3573859142058817e-07,1.3573879896637722e-07,2.075457890509627e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6139841844160066e-08,1.61398361369517e-08,-5.707208366349055e-15,-0.000609776881010049,-0.000610952764672934,-1.1758836628850133e-06,0.014073898794414235,0.014073898794414235,0.0,3.623222247744255e-13,3.623143457727426e-13,-7.879001682913084e-18
277,2,10,0.06250000000000003,825.86162997191,825.8620194704893,0.00038949857923853415,1,15720.395828723907,15720.395828723907,202686.96192276478,-2061478.1450543096,-2056218.44117356,5259.703880749643,25111892.535105415,25091051.03594459,-20841.499160826206,1.9490027557618517e-21,1.9490144840168203e-21,1.1728254968625083e-26,3.2539691985824116e-08,3.253968755156622e-08,-4.434257898229714e-15,1.392062670642202e-07,1.3919373975085003e-07,-1.2527313370181523e-11,1.3573815271419832e-07,1.3573831413162817e-07,1.614174298553782e-13,1.392062670642202e-07,1.3919373975085003e-07,-1.2527313370181523e-11,1.3573815271419832e-07,1.3573831413162817e-07,1.614174298553782e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6139697745531236e-08,1.613969331127334e-08,-4.434257894920992e-15,-0.0006103312533591865,-0.0006115070521468535,-1.1757987876670484e-06,0.014083611630021147,0.014083611630021147,0.0,3.623267637605701e-13,3.6231890025278293e-13,-7.863507787194134e-18
278,2,10,0.06875000000000003,833.6091101094355,833.6094996080147,0.00038949857923853415,1,1272.671002060175,1272.671002060175,175971.79329515994,-2047137.0920777973,-2042927.8047290556,4209.2873487416655,25118455.301016204,25097019.04472561,-21436.256290592253,1.9490175984182903e-21,1.949029294781425e-21,1.1696363134692584e-26,3.253954943418146e-08,3.253954499489371e-08,-4.4392877519240775e-15,1.3920634306609124e-07,1.3919379109221249e-07,-1.2551973878752267e-11,1.3573766089227944e-07,1.3573782247464514e-07,1.6158236569905433e-13,1.3920634306609124e-07,1.3919379109221249e-07,-1.2551973878752267e-11,1.3573766089227944e-07,1.3573782247464514e-07,1.6158236569905433e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6139555193888583e-08,1.613955075460083e-08,-4.4392877519240775e-15,-0.0006108886788953605,-0.0006120624777832262,-1.173798887865729e-06,0.014093324465628056,0.014093324465628056,0.0,3.62331303671944e-13,3.6232345650874334e-13,-7.84716320063671e-18
279,2,10,0.07375000000000004,835.0003018416725,835.0006913402517,0.00038949857923853415,1,12636.089935719967,12636.089935719967,201058.87025909126,-2035232.671279177,-2018318.8481274433,16913.823151733726,25119003.20455249,25100016.00180223,-18987.202750261873,1.949031785053724e-21,1.949043387643867e-21,1.1602590142854268e-26,3.2539434454091673e-08,3.253942853668537e-08,-5.9174063022993386e-15,1.3920387678033173e-07,1.3919161478305917e-07,-1.2261997272565008e-11,1.3573730336874227e-07,1.357375184996828e-07,2.1513094053273276e-13,1.3920387678033173e-07,1.3919161478305917e-07,-1.2261997272565008e-11,1.3573730336874227e-07,1.357375184996828e-07,2.1513094053273276e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6139440213798797e-08,1.613943429639249e-08,-5.917406305608061e-15,-0.0006115677499032302,-0.0006127345628452741,-1.1668129420439044e-06,0.014101094734113586,0.014101094734113586,0.0,3.623333783335712e-13,3.623255642766888e-13,-7.814056882419022e-18
280,2,10,0.08000000000000004,867.3973766046663,867.3977661032455,0.00038949857923853415,1,274.93630596995354,274.93630596995354,176073.03508916497,-2009255.872909058,-2003890.593096383,5365.279812674969,25127421.885524686,25106364.574980073,-21057.31054461375,1.9490465023207982e-21,1.9490581019308522e-21,1.1599610054026346e-26,3.253929052422318e-08,3.253928563335543e-08,-4.890867750582743e-15,1.392042140225065e-07,1.3919178322391578e-07,-1.2430798590721197e-11,1.3573686598389738e-07,1.3573704391552593e-07,1.779316285432382e-13,1.392042140225065e-07,1.3919178322391578e-07,-1.2430798590721197e-11,1.3573686598389738e-07,1.3573704391552593e-07,1.779316285432382e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6139296283930303e-08,1.6139291393062552e-08,-4.890867750582743e-15,-0.0006121163191883383,-0.0006132830148875001,-1.166695699161835e-06,0.014110807569720498,0.014110807569720498,0.0,3.62337966375297e-13,3.623301671713733e-13,-7.799203923690008e-18
281,2,10,0.08500000000000005,868.7524606369809,868.7528501355602,0.00038949857923853415,1,13254.671440944076,13254.671440944076,200173.26059255004,-1996238.4781320011,-1979329.2568415478,16909.221290453337,25128344.31734599,25109460.45086558,-18883.8664804101,1.949060592424889e-21,1.949072101984853e-21,1.150955996413991e-26,3.253917518118956e-08,3.253916892736993e-08,-6.253819631720695e-15,1.3920186540861517e-07,1.391896979736122e-07,-1.216743500296567e-11,1.3573652524988842e-07,1.3573675254502546e-07,2.272951370395852e-13,1.3920186540861517e-07,1.391896979736122e-07,-1.216743500296567e-11,1.3573652524988842e-07,1.3573675254502546e-07,2.272951370395852e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6139180940896683e-08,1.6139174687077054e-08,-6.253819628411973e-15,-0.0006127883953501723,-0.0006139484227050129,-1.1600273548406648e-06,0.014118577838206027,0.014118577838206027,0.0,3.6234008826809793e-13,3.6233232103243593e-13,-7.767235662005988e-18
282,2,10,0.09125000000000005,2563.2818856789418,2563.282275177521,0.000389498579352221,1,5.100303590297699,5.100303590297699,173533.47437919676,-1970321.2618812267,-1965281.7756163757,5039.486264850944,25136874.44487743,25115786.03791661,-21088.406960822642,1.9490752169636515e-21,1.9490867259519387e-21,1.1508988287194788e-26,3.253903102676198e-08,3.2539025852517984e-08,-5.174243992897763e-15,1.3920229287862093e-07,1.3918994456610065e-07,-1.2348312520275793e-11,1.3573610054732501e-07,1.357362887257501e-07,1.8817842507534373e-13,1.3920229287862093e-07,1.3918994456610065e-07,-1.2348312520275793e-11,1.3573610054732501e-07,1.357362887257501e-07,1.8817842507534373e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6139036786469097e-08,1.61390316122251e-08,-5.174243996206486e-15,-0.0006133303169406634,-0.0006144904337961332,-1.160116855469795e-06,0.014128290673812938,0.014128290673812938,0.0,3.6234472254923787e-13,3.623369693208648e-13,-7.753228373072584e-18
283,2,10,0.09625000000000006,2564.7796217426994,2564.7800112412788,0.000389498579352221,1,11194.353485122323,11194.353485122323,195568.17403152585,-1957672.372036823,-1941212.0443298053,16460.327707017772,25137796.83317695,25118807.247404724,-18989.585772227496,1.949089216748487e-21,1.9491006375852932e-21,1.1420836806130918e-26,3.253891548956557e-08,3.253890898322041e-08,-6.506345160621481e-15,1.392000233875019e-07,1.391879308211545e-07,-1.2092566347407587e-11,1.3573577045566932e-07,1.357360068695919e-07,2.3641392259047543e-13,1.392000233875019e-07,1.391879308211545e-07,-1.2092566347407587e-11,1.3573577045566932e-07,1.357360068695919e-07,2.3641392259047543e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6138921249272692e-08,1.613891474292753e-08,-6.506345160621481e-15,-0.000613995924565236,-0.0006151495361050863,-1.1536115398502744e-06,0.014136060942298464,0.014136060942298464,0.0,3.623468902312914e-13,3.623391680731269e-13,-7.722158164476534e-18
284,2,10,0.10125000000000006,2565.590692523115,2565.5910820216945,0.000389498579352221,1,33610.54194544256,33610.54194544256,221227.75646454096,-1933618.6582373856,-1915487.8560311636,18130.802206221968,25140830.808500245,25122460.995138295,-18369.81336195022,1.9491031283052002e-21,1.949114487553893e-21,1.135924869276015e-26,3.2538798651034956e-08,3.253879169481634e-08,-6.9562186128845554e-15,1.3919800690944156e-07,1.391860286507789e-07,-1.197825866267301e-11,1.3573548897655777e-07,1.3573574166896328e-07,2.5269240550870216e-13,1.3919800690944156e-07,1.391860286507789e-07,-1.197825866267301e-11,1.3573548897655777e-07,1.3573574166896328e-07,2.5269240550870216e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6138804410742072e-08,1.6138797454523466e-08,-6.9562186062671105e-15,-0.0006146550587795563,-0.0006158039370440793,-1.1488782645230344e-06,0.014143831210783995,0.014143831210783995,0.0,3.6234908550256925e-13,3.623413929784219e-13,-7.692524147360747e-18
285,2,10,0.10750000000000007,2567.2611883195364,2567.2615778181157,0.000389498579352221,1,15116.755582764745,15116.755582764745,192517.24863262475,-1905652.8969574524,-1901844.9099223856,3807.9870350668207,25150088.205105394,25129000.257140443,-21087.947964951396,1.949117572346447e-21,1.94912894013752e-21,1.1367791073025994e-26,3.253865375367054e-08,3.253864826120736e-08,-5.492463173726106e-15,1.391986573774102e-07,1.3918644877886482e-07,-1.2208598545377116e-11,1.3573509733035203e-07,1.3573529700757177e-07,1.996772197362364e-13,1.391986573774102e-07,1.3918644877886482e-07,-1.2208598545377116e-11,1.3573509733035203e-07,1.3573529700757177e-07,1.996772197362364e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6138659513377653e-08,1.6138654020914486e-08,-5.492463167108661e-15,-0.0006151830407972181,-0.0006163327095851656,-1.1496687879475331e-06,0.014153544046390907,0.014153544046390907,0.0,3.6235380849540544e-13,3.623461282063498e-13,-7.68028905563026e-18
286,2,10,0.11250000000000007,2568.1087739481254,2568.1091634467048,0.000389498579352221,1,31117.628309249878,31117.628309249878,212000.21151326597,-1894377.1960307518,-1878622.603951797,15754.592078954913,25151007.796466574,25132014.123832725,-18993.672633849084,1.949131431196038e-21,1.949142711893593e-21,1.1280697555309615e-26,3.253853802557968e-08,3.2538531072987906e-08,-6.95259177662309e-15,1.3919652136564568e-07,1.3918456136781994e-07,-1.195999782574669e-11,1.357347792976153e-07,1.3573503181950906e-07,2.5252189375301337e-13,1.3919652136564568e-07,1.3918456136781994e-07,-1.195999782574669e-11,1.357347792976153e-07,1.3573503181950906e-07,2.5252189375301337e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6138543785286806e-08,1.6138536832695023e-08,-6.952591783240535e-15,-0.0006158383524488276,-0.0006169816840293496,-1.1433315805220445e-06,0.014161314314876437,0.014161314314876437,0.0,3.62356046453065e-13,3.6234839576633115e-13,-7.650686733860173e-18
287,2,10,0.11875000000000008,2571.3639299956335,2571.364319494213,0.000389498579352221,1,6433.4943497926,6433.4943497926,179807.09032274783,-1868764.5429346832,-1866125.3655781494,2639.177356533706,25159629.776418246,25138180.55944213,-21449.216976117343,1.9491457972984702e-21,1.9491570854589277e-21,1.1288160457484003e-26,3.2538393246663385e-08,3.2538387658048274e-08,-5.588615111350413e-15,1.39197186239689e-07,1.3918501533596385e-07,-1.2170903725148588e-11,1.3573438787594424e-07,1.3573459100700154e-07,2.0313105730034022e-13,1.39197186239689e-07,1.3918501533596385e-07,-1.2170903725148588e-11,1.3573438787594424e-07,1.3573459100700154e-07,2.0313105730034022e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6138399006370505e-08,1.6138393417755394e-08,-5.588615111350413e-15,-0.0006163609437579431,-0.0006175049753185391,-1.1440315605959483e-06,0.014171027150483346,0.014171027150483346,0.0,3.623608123006123e-13,3.623531734190943e-13,-7.638881518008655e-18
288,2,10,0.12375000000000008,2572.483118658368,2572.4835081569468,0.00038949857889747364,1,18781.036952391267,18781.036952391267,196555.0116213113,-1858627.3621391328,-1843753.62570736,14873.73643177282,25160179.622838266,25140950.14786268,-19229.474975585938,1.949159576848773e-21,1.9491707777629175e-21,1.1200914144686085e-26,3.253827751330212e-08,3.253827042638063e-08,-7.086921487648508e-15,1.3919508500530117e-07,1.391831688044968e-07,-1.1916200804380335e-11,1.3573407363842664e-07,1.3573433098597004e-07,2.57347543394494e-13,1.3919508500530117e-07,1.391831688044968e-07,-1.1916200804380335e-11,1.3573407363842664e-07,1.3573433098597004e-07,2.57347543394494e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.613828327300924e-08,1.6138276186087756e-08,-7.086921484339786e-15,-0.0006170107303615779,-0.000618148417410147,-1.1376870485690915e-06,0.014178797418968873,0.014178797418968873,0.0,3.6236309264815473e-13,3.623554828149006e-13,-7.60983325412161e-18
289,2,10,0.1287500000000001,2573.2686397256716,2573.269029224251,0.000389498579352221,1,35830.26494066417,35830.26494066417,216905.88453228772,-1836111.2950530238,-1819700.396574853,16410.898478170857,25162957.10756719,25144328.544829253,-18628.562737938017,1.949173269092249e-21,1.9491844115514105e-21,1.1142459161608394e-26,3.2538160311714935e-08,3.253815280477742e-08,-7.506937518211791e-15,1.3919323606174908e-07,1.39181424960247e-07,-1.1811101502065407e-11,1.3573381402466457e-07,1.3573408655774932e-07,2.7253308474545303e-13,1.3919323606174908e-07,1.39181424960247e-07,-1.1811101502065407e-11,1.3573381402466457e-07,1.3573408655774932e-07,2.7253308474545303e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6138166071422055e-08,1.613815856448454e-08,-7.506937514903069e-15,-0.0006176542060614132,-0.0006187874386620607,-1.1332326006474602e-06,0.014186567687454403,0.014186567687454403,0.0,3.6236539905018433e-13,3.623578168913822e-13,-7.582158802128543e-18
290,2,10,0.1350000000000001,2575.2245484277655,2575.224937926345,0.000389498579352221,1,12235.008916273713,12235.008916273713,183203.69299158454,-1809673.9604308587,-1807515.2782900063,2158.6821408523247,25171935.565289795,25150577.71240418,-21357.85288561508,1.9491874976638837e-21,1.9491986513397986e-21,1.1153675914902246e-26,3.253801513663414e-08,3.253800911712813e-08,-6.019506012635037e-15,1.391940425035637e-07,1.3918199372131715e-07,-1.2048782246549461e-11,1.3573344331646446e-07,1.3573366199996917e-07,2.1868350471021807e-13,1.391940425035637e-07,1.3918199372131715e-07,-1.2048782246549461e-11,1.3573344331646446e-07,1.3573366199996917e-07,2.1868350471021807e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6138020896341258e-08,1.6138014876835252e-08,-6.019506006017592e-15,-0.0006181669105753684,-0.0006193011756732147,-1.1342650978463098e-06,0.014196280523061315,0.014196280523061315,0.0,3.6237023123842556e-13,3.6236265970079567e-13,-7.571537629892616e-18
291,2,10,0.1400000000000001,2576.2313170842885,2576.231706582868,0.000389498579352221,1,22854.590050920844,22854.590050920844,197424.12046782672,-1799840.8092437647,-1785767.8566076728,14072.95263609197,25172568.47323438,25153300.57989995,-19267.89333442971,1.949201143052801e-21,1.949212212061194e-21,1.1069008392959524e-26,3.2537899098721585e-08,3.253789164178699e-08,-7.456934595766749e-15,1.39192057884288e-07,1.3918025068706894e-07,-1.1807197219076808e-11,1.3573314519815326e-07,1.3573341587436504e-07,2.706762117863532e-13,1.39192057884288e-07,1.3918025068706894e-07,-1.1807197219076808e-11,1.3573314519815326e-07,1.3573341587436504e-07,2.706762117863532e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6137904858428705e-08,1.6137897401494112e-08,-7.456934592458026e-15,-0.0006188070819064251,-0.0006199352335654051,-1.1281516589800589e-06,0.014204050791546845,0.014204050791546845,0.0,3.623725776666855e-13,3.623650339264099e-13,-7.543740275642434e-18
292,2,10,0.1462500000000001,2629.5867252995567,2629.587114798136,0.000389498579352221,1,164.9809324592352,164.9809324592352,161134.23046132922,-1776649.4578573667,-1774555.8558804765,2093.601976890117,25180711.70959366,25159147.26433841,-21564.44525524974,1.9492153286035673e-21,1.9492264037389306e-21,1.1075135363295557e-26,3.253775428314265e-08,3.2537747988508267e-08,-6.294634384122732e-15,1.3919282368041915e-07,1.3918081391429492e-07,-1.2009766124221099e-11,1.3573276621877793e-07,1.357329948142971e-07,2.285955191726272e-13,1.3919282368041915e-07,1.3918081391429492e-07,-1.2009766124221099e-11,1.3573276621877793e-07,1.357329948142971e-07,2.285955191726272e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.613776004284977e-08,1.6137753748215386e-08,-6.294634384122732e-15,-0.0006193177875848388,-0.0006204466200707692,-1.128832485930431e-06,0.014213763627153757,0.014213763627153757,0.0,3.6237743277539834e-13,3.6236989961961076e-13,-7.533155787584302e-18
293,2,10,0.1512500000000001,2638.1344129692066,2638.1348024677854,0.00038949857889747364,1,1124.5342770069838,1124.5342770069838,172857.68992373347,-1766806.5566157,-1753500.677271409,13305.879344291054,25181129.90035063,25161637.116183683,-19492.784166947007,1.949228895772275e-21,1.9492398885991204e-21,1.099282684523324e-26,3.25376380611619e-08,3.2537630498751136e-08,-7.56241076471866e-15,1.391908755844358e-07,1.391791032517639e-07,-1.1772332671905968e-11,1.357324783897428e-07,1.357327528377617e-07,2.744480189014114e-13,1.391908755844358e-07,1.391791032517639e-07,-1.1772332671905968e-11,1.357324783897428e-07,1.357327528377617e-07,2.744480189014114e-13,-1.639999424029288e-08,-1.639999424029288e-08,0.0,1.6137643820869017e-08,1.613763625845826e-08,-7.562410758101215e-15,-0.0006199526457373317,-0.0006210754969571131,-1.1228512197813956e-06,0.014221533895639286,0.014221533895639286,0.0,3.6237981925368773e-13,3.623723133920819e-13,-7.505861605826512e-18
