frame,time_s,phase,avalanche_id,event_number,q_over_b,active_contact,V_left_m3,V_center_m3,V_right_m3,R_left_m,R_center_m,R_right_m,V_center_over_source,centroid_left_m,centroid_center_m,centroid_right_m,outer_centroid_separation_m,GB_LEFT_m,GB_RIGHT_m,center_span_m,near_axis_low_m,near_axis_high_m,near_axis_extent_m,near_axis_extent_strain,center_max_radius_m,center_envelope_aspect_ratio,center_second_moment_aspect_ratio,surface_area_proxy_m2,LEFT_stress_Pa,RIGHT_stress_Pa,quota_strain,centroid_strain,mirror_error,left_outer_curvature_rms,left_outer_curvature_p95,left_outer_curvature_grad_max,left_outer_curvature_grad_z,left_outer_curvature_kappa_max,left_outer_curvature_kappa_z,center_curvature_rms,center_curvature_p95,center_curvature_grad_max,center_curvature_grad_z,center_curvature_kappa_max,center_curvature_kappa_z,right_outer_curvature_rms,right_outer_curvature_p95,right_outer_curvature_grad_max,right_outer_curvature_grad_z,right_outer_curvature_kappa_max,right_outer_curvature_kappa_z,LEFT_TJ_radius_m,LEFT_TJ_z_m,RIGHT_TJ_radius_m,RIGHT_TJ_z_m,morphology_departure_max_fraction
70,365.96856094422657,EVENT_TRANSPORT_PAUSED,1,5,0.2475000000000001,LEFT,7.269023492819683e-21,1.9554425866294018e-21,7.265949232836982e-21,1.2016993355841837e-07,7.757447051359615e-08,1.2015299016790146e-07,1.0031320606586018,-8.03832812330137e-08,-1.7171108218585e-10,8.047586871872723e-08,1.6085914995174092e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079997521199982e-07,1.8079997213269436e-07,3.615999473446942e-07,-2.530769418918055e-06,1.396419365500498e-07,8.514755219057681,7.275149689888679,3.1843765302788237e-13,-3411091.520596646,25129225.57941272,0.006600843078456808,6.497321681486756e-05,0.3507339297493157,7760013.736447671,11267787.61299989,4163726437952582.0,-3.006665610720363e-08,12113153.393976834,-6.5351492199955e-08,4204796.80041388,7319272.3860866185,5860658290138982.0,-7.454542836496768e-10,7413898.786803556,2.7333323733821485e-09,7701867.167198112,10428276.477107607,1928109627770399.0,1.79157512837139e-07,13228045.798441552,3.006665610720363e-08,1.39468959598824e-07,-1.6399994240292894e-08,1.3584280427631886e-07,1.6278852032444765e-08,0.01394597501736361
71,366.7953161235031,ACTIVE_ONE_B,1,5,0.2575000000000001,LEFT,7.26902005846177e-21,1.9554714641155323e-21,7.265923789708765e-21,1.2016991463305985e-07,7.757485237849712e-08,1.2015284992141725e-07,1.0031468746615118,-8.038328839680422e-08,-1.7149836600228656e-10,8.047609212430951e-08,1.6085938052111373e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079997639150236e-07,1.807999732535074e-07,3.6159994964500975e-07,-2.53713092801533e-06,1.3963746232342918e-07,8.514482400265488,7.275344048592245,3.1843734189455885e-13,-3373854.5851499354,25131978.153841607,0.006616383615427865,6.35399480698462e-05,0.35027176939679217,7751927.3101494275,11256578.212325687,4322950354303798.5,-3.006665610720363e-08,12107162.539007366,-6.5351492199955e-08,4187645.965435647,7264801.069960013,5982492812504980.0,-7.454542836496768e-10,7357760.398791064,2.7333323733821485e-09,7703344.422825617,10440461.695100898,1928099619204443.0,1.79157512837139e-07,13221776.02706195,3.006665610720363e-08,1.3946198612181979e-07,-1.6399994240292894e-08,1.358418487134676e-07,1.6278595298188638e-08,0.013913487469672914
72,368.7638736756693,EVENT_TRANSPORT_PAUSED,1,5,0.2675000000000001,LEFT,7.26901631511032e-21,1.9554880233068033e-21,7.265910973868942e-21,1.2016989400495603e-07,7.757507134925276e-08,1.2015277927838876e-07,1.0031553694420674,-8.03832063024595e-08,-1.7173509141615607e-10,8.047620468504307e-08,1.6085941098750256e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999769847839e-07,1.807999738167782e-07,3.615999508015621e-07,-2.5403293666403925e-06,1.396423478982298e-07,8.514780301272587,7.275389533538593,3.184383386064566e-13,-3370042.4330007816,25153296.858547702,0.0066319241523989225,6.335056245332371e-05,0.3507317384215697,7753367.796849319,11250659.658843402,4254009317463802.5,-3.006665610720363e-08,12103807.658455078,-6.5351492199955e-08,4172803.639991157,7254549.807834093,6024544536869586.0,-7.454542836496768e-10,7349778.250385097,2.7333323733821485e-09,7704059.988681145,10446594.745617397,1928094589239977.0,1.79157512837139e-07,13217618.705455666,3.006665610720363e-08,1.3946830546267574e-07,-1.6399994240292894e-08,1.358407640414959e-07,1.627833959230131e-08,0.013948961833801121
73,369.9403410307078,EVENT_TRANSPORT_RECOVERY,1,5,0.27500000000000013,LEFT,7.269013947316087e-21,1.9555156017861042e-21,7.265885763183876e-21,1.2016988095699094e-07,7.757543603101279e-08,1.2015264031268107e-07,1.0031695170611077,-8.03832554716915e-08,-1.7135336471991936e-10,8.047642604713418e-08,1.6085968151882566e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079997816551617e-07,1.807999749368026e-07,3.6159995310231877e-07,-2.5466920956507266e-06,1.3963443060235556e-07,8.51429753915949,7.275607987814045,3.1843756854065405e-13,-3337822.677380833,25142719.48442804,0.006643579555127216,6.16688816417188e-05,0.34992337477395147,7742623.27227894,11239240.823639717,4580361274095596.0,-3.006665610720363e-08,12097309.684817882,-6.5351492199955e-08,4160056.188240419,7197692.449340839,6137401239090560.0,-7.454542836496768e-10,7288797.5809092745,2.7333323733821485e-09,7705478.5828110725,10458356.756574418,1928084587301469.0,1.79157512837139e-07,13210599.988687178,3.006665610720363e-08,1.3945634433814715e-07,-1.6399994240292894e-08,1.3584008115221874e-07,1.6278146943486642e-08,0.01389147401543478
74,370.6013949768036,ACTIVE_ONE_B,1,5,0.28250000000000014,LEFT,7.269009199030432e-21,1.9555329546603686e-21,7.265873158595266e-21,1.2016985479108316e-07,7.757566549356551e-08,1.2015257083386244e-07,1.0031784189969857,-8.038312972189743e-08,-1.7176618053504713e-10,8.047653669921957e-08,1.60859666421117e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079997876158578e-07,1.807999755017268e-07,3.615999542633126e-07,-2.5499028173392446e-06,1.3964289204807072e-07,8.51481348115259,7.275624223590996,3.1843889538954e-13,-3306337.7540734205,25158515.733220465,0.006655234957855509,6.123410213865199e-05,0.3507636742714751,7747046.807846398,11233661.541154293,4287127869779271.0,-3.006665610720363e-08,12094149.856559426,-6.5351492199955e-08,4139375.878300887,7190927.191182119,6188909840369604.0,-7.454542836496768e-10,7287777.650764923,2.7333323733821485e-09,7706186.245157417,10464188.190028308,1928079542361998.0,1.79157512837139e-07,13207186.847239906,3.006665610720363e-08,1.3945827214182395e-07,-1.6399994240292894e-08,1.3583940775354414e-07,1.6277954300879887e-08,0.013952912928684391
75,371.8344947750644,EVENT_TRANSPORT_RECOVERY,1,5,0.29250000000000015,LEFT,7.269007894330566e-21,1.9555591679763253e-21,7.265848249979174e-21,1.2016984760140075e-07,7.757601211797108e-08,1.2015243353273728e-07,1.0031918662942023,-8.038322058718762e-08,-1.7121723759161144e-10,8.047675538349086e-08,1.6085997597067846e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999799435898e-07,1.8079997662097624e-07,3.61599956564566e-07,-2.5562669201395494e-06,1.3963160934871997e-07,8.514125511438367,7.275865497433651,3.1843762130857176e-13,-3273106.443479982,25160447.390390348,0.006670775494826569,5.9838505679810083e-05,0.3496181491144229,7733811.913287583,11222046.803070035,4676846989323208.0,-3.006665610720363e-08,12087084.17094783,-6.5351492199955e-08,4125701.2615391803,7081594.607399502,6318901899854412.0,-7.454542836496768e-10,7216479.601664282,2.7333323733821485e-09,7707576.178147616,10475610.563447753,1928069546925528.0,1.79157512837139e-07,13199526.625852577,3.006665610720363e-08,1.3945166566998257e-07,-1.6399994240292894e-08,1.3583849852307094e-07,1.6277697603459185e-08,0.013870988774116855
76,373.04183392849893,EVENT_TRANSPORT_PAUSED,1,5,0.30500000000000016,LEFT,7.269003166369339e-21,1.9555764715483343e-21,7.265835674368392e-21,1.2016982154747833e-07,7.757624092518807e-08,1.201523642134113e-07,1.003200742938275,-8.038309462814773e-08,-1.7163030165220867e-10,8.047686580750572e-08,1.6085996043565344e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999805410376e-07,1.807999771862002e-07,3.6159995772723783e-07,-2.5594822823382657e-06,1.3964020423459546e-07,8.514649590029466,7.275881462483922,3.1843907315107445e-13,-3265412.680133138,25194913.188690282,0.00669020116604039,5.9935074732342386e-05,0.3504474621314192,7738210.245428162,11215914.837061413,4437968563755613.5,-3.006665610720363e-08,12083138.600834778,-6.5351492199955e-08,4112897.835210949,7079769.681404039,6367447944361358.0,-7.454542836496768e-10,7215971.92498672,2.7333323733821485e-09,7708270.704208153,10481307.126217702,1928064499096592.0,1.79157512837139e-07,13195213.60605998,3.006665610720363e-08,1.3946337203873827e-07,-1.6399994240292894e-08,1.3583720242582582e-07,1.6277377971988424e-08,0.013933396601983672
77,378.8043308510277,ACTIVE_ONE_B,1,5,0.3225000000000002,LEFT,7.268997198806888e-21,1.95561960598954e-21,7.265798507489639e-21,1.201697886625882e-07,7.757681129122414e-08,1.2015215934154396e-07,1.0032228706863295,-8.038305820625513e-08,-1.7149933679008751e-10,8.047719212641915e-08,1.608602503326743e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079998232464554e-07,1.8079997887158243e-07,3.6159996119622797e-07,-2.56907575413301e-06,1.3963769599516996e-07,8.514496648547368,7.2761353314514965,3.184393243206297e-13,-3232938.86408637,25205465.468424056,0.006717397105739742,5.813301258394965e-05,0.350141273244661,7729582.989809377,11197829.510303909,4621423200700100.0,-3.006665610720363e-08,12071308.128617093,-6.5351492199955e-08,4071339.774211309,6948559.893459578,6318196036354731.0,-7.454542836496768e-10,7148453.610611537,2.7333323733821485e-09,7710273.3223419,10498019.980207462,1928049447077376.0,1.79157512837139e-07,13181563.074876389,3.006665610720363e-08,1.394584911009074e-07,-1.6399994240292894e-08,1.3583554943282103e-07,1.6276929602673307e-08,0.013915184170011585
78,380.03605369405307,EVENT_TRANSPORT_PAUSED,1,5,0.3300000000000002,LEFT,7.268994541585031e-21,1.9556345517008878e-21,7.265786219000149e-21,1.2016977401967763e-07,7.757700891617321e-08,1.2015209160458071e-07,1.0032305377599244,-8.038301713684656e-08,-1.7157207072947257e-10,8.047729999620436e-08,1.6086031713305091e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079998292108093e-07,1.807999794344915e-07,3.615999623555724e-07,-2.572281914359209e-06,1.3963919967638392e-07,8.51458833645847,7.276201247396004,3.1843965834158536e-13,-3205280.8106219433,25220159.71907092,0.006729052508468035,5.771776709473375e-05,0.35028714554019263,7728585.389734604,11192050.888774404,4561107755654980.0,-3.006665610720363e-08,12067550.906610064,-6.5351492199955e-08,4053605.681464414,6915653.4873639485,6291257764071676.0,-7.454542836496768e-10,7132909.251070497,2.7333323733821485e-09,7710919.116673304,10503401.518181149,1928044419636737.0,1.79157512837139e-07,13177300.925995762,3.006665610720363e-08,1.3946054769463174e-07,-1.6399994240292894e-08,1.3583488822968584e-07,1.6276737222181295e-08,0.013926102462555212
79,380.9792264334313,ACTIVE_ONE_B,1,5,0.3400000000000002,LEFT,7.268991287734e-21,1.9556622121925213e-21,7.265761812359543e-21,1.2016975608897211e-07,7.757737466414105e-08,1.2015195706937177e-07,1.0032447274508727,-8.038302002320454e-08,-1.7137628412744287e-10,8.047751423506703e-08,1.6086053425827157e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999841124808e-07,1.8079998055789628e-07,3.6159996467037706e-07,-2.5786834929597546e-06,1.3963534131354702e-07,8.514353070349204,7.276383535109054,3.184394015460451e-13,-3170595.411715759,25222990.552863676,0.006744593045439093,5.636807008735367e-05,0.3498746914344036,7721441.673801858,11180047.922566878,4712560014512378.0,-3.006665610720363e-08,12059248.003029954,-6.5351492199955e-08,4024143.378689011,6813037.864758707,6171127745614028.0,-7.454542836496768e-10,7079482.662779549,2.7333323733821485e-09,7712238.497307984,10513872.159569625,1928034386093396.0,1.79157512837139e-07,13168791.782533532,3.006665610720363e-08,1.3945450401159154e-07,-1.6399994240292894e-08,1.3583406786720753e-07,1.6276480347405548e-08,0.013898086727702985
80,382.12195780021966,EVENT_TRANSPORT_PAUSED,1,5,0.3500000000000002,LEFT,7.268987623413478e-21,1.955678047114822e-21,7.265749641757766e-21,1.2016973589632274e-07,7.757758404392332e-08,1.20151889982007e-07,1.0032528506851452,-8.038293559016475e-08,-1.7162344079804648e-10,8.047762105336715e-08,1.608605566435319e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999847117921e-07,1.8079998112248582e-07,3.6159996583427794e-07,-2.5819022539952385e-06,1.3964049680130172e-07,8.51466742946904,7.276421351065836,3.184402071982817e-13,-3141602.5897235945,25250335.376514807,0.006760133582410151,5.6228918500766945e-05,0.3503821874028451,7723163.603765077,11174171.979189822,4581294934164066.0,-3.006665610720363e-08,12055175.217458246,-6.5351492199955e-08,4001884.0082661435,6794535.160017448,6153853170648886.0,-7.454542836496768e-10,7070507.23937599,2.7333323733821485e-09,7712881.795845676,10519148.893199185,1928029343427105.0,1.79157512837139e-07,13164213.56842792,3.006665610720363e-08,1.3946181579666162e-07,-1.6399994240292894e-08,1.3583316568760222e-07,1.627622416095305e-08,0.013935520941143809
81,382.7713954426941,ACTIVE_ONE_B,1,5,0.3575000000000002,LEFT,7.2689854317564e-21,1.9557044064496825e-21,7.265725474079983e-21,1.2016972381894724e-07,7.757793258192038e-08,1.2015175676357235e-07,1.0032663728893139,-8.03829804157529e-08,-1.7125918213306996e-10,8.047783319679114e-08,1.6086081361254406e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079998590461396e-07,1.8079998224516455e-07,3.615999681497785e-07,-2.5883057572784196e-06,1.3963321014982092e-07,8.514223121295876,7.276627672888857,3.184395179838255e-13,-3113300.670787747,25239595.553314365,0.006771788985138444,5.463154392759684e-05,0.34962351131436936,7713398.962043063,11161953.475818796,4802069765148066.0,-3.006665610720363e-08,12046313.289052222,-6.5351492199955e-08,3979296.9533490697,6678484.626154078,6022703576650454.0,-7.454542836496768e-10,7011007.236035049,2.7333323733821485e-09,7714140.255639946,10529477.967666477,1928019315934192.0,1.79157512837139e-07,13154242.701724246,3.006665610720363e-08,1.3945077211611788e-07,-1.6399994240292894e-08,1.358326176662732e-07,1.627603116200035e-08,0.013882612258245164
82,384.32694611337365,EVENT_TRANSPORT_PAUSED,1,5,0.3675000000000002,LEFT,7.268981786298981e-21,1.9557202175500732e-21,7.265713308437012e-21,1.2016970373023433e-07,7.757814164370747e-08,1.2015168970331818e-07,1.0032744839030683,-8.038289587325823e-08,-1.7150611702505787e-10,8.047794000650182e-08,1.6086083587976006e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079998650537922e-07,1.8079998281007864e-07,3.615999693154579e-07,-2.591529436823947e-06,1.3963847393209686e-07,8.514544083742496,7.276665668590685,3.184404706518456e-13,-3110105.127926967,25261326.111005038,0.006787329522109502,5.449312613003965e-05,0.3501167933806676,7715109.739150443,11155566.603080425,4727255200152214.0,-3.006665610720363e-08,12041507.9717806,-6.5351492199955e-08,3963743.0639815535,6664119.953248064,6006868311410465.0,-7.454542836496768e-10,7003907.147282393,2.7333323733821485e-09,7714764.753150898,10534575.824665561,1928014270149411.0,1.79157512837139e-07,13148846.887746388,3.006665610720363e-08,1.3945768791477793e-07,-1.6399994240292894e-08,1.3583162422645885e-07,1.6275775755346303e-08,0.01392083280276002
83,386.7897495288931,EVENT_TRANSPORT_RECOVERY,1,5,0.3750000000000002,LEFT,7.268979630418136e-21,1.9557463399990723e-21,7.265689341868858e-21,1.2016969185000152e-07,7.757848704451475e-08,1.2015155759301214e-07,1.0032878845859996,-8.038293989089843e-08,-1.7114508417289298e-10,8.047815038307675e-08,1.608610902739752e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079998770111462e-07,1.8079998393341016e-07,3.615999716345248e-07,-2.5979428026623452e-06,1.3963129470975482e-07,8.514106326128875,7.276869868100563,3.1843982680914846e-13,-3084827.4873016383,25249809.978084132,0.006798984924837795,5.29117570480242e-05,0.34936461407759667,7705403.772145615,11143251.35926245,5046268363488760.0,-3.006665610720363e-08,12032197.96102144,-6.5351492199955e-08,3935857.3687210693,6550863.032051404,5846887252939342.0,-7.454542836496768e-10,6946812.528841235,2.7333323733821485e-09,7715980.432407841,10544500.085768461,1928004236388526.0,1.79157512837139e-07,13138369.963541498,3.006665610720363e-08,1.3944675639692216e-07,-1.6399994240292894e-08,1.3583108211138888e-07,1.6275582848385747e-08,0.013868704167356416
84,388.25837564785564,EVENT_TRANSPORT_PAUSED,1,5,0.38500000000000023,LEFT,7.268975998998653e-21,1.9557619330194693e-21,7.265677380267945e-21,1.2016967183863564e-07,7.757869321980637e-08,1.20151491657274e-07,1.003295883725831,-8.0382854729008e-08,-1.7139528888659507e-10,8.047825536397397e-08,1.6086111009298196e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079998830335708e-07,1.8079998449865645e-07,3.6159997280201353e-07,-2.601171485983045e-06,1.396365471247107e-07,8.51442659544598,7.276905594386216,3.184406315288386e-13,-3056675.6035435963,25276738.53487943,0.0068145254618088525,5.2788557844962725e-05,0.3498807667049189,7707283.962628819,11137264.216267463,4817843836207710.0,-3.006665610720363e-08,12027660.973909698,-6.5351492199955e-08,3923835.170971911,6534978.195704366,5859007906823243.0,-7.454542836496768e-10,6940048.853138399,2.7333323733821485e-09,7716579.3207037635,10549389.130748332,1927999187415403.0,1.79157512837139e-07,13133228.933949275,3.006665610720363e-08,1.394541871016057e-07,-1.6399994240292894e-08,1.358302041404856e-07,1.6275326812547867e-08,0.013906842173282197
85,389.3263501569064,EVENT_TRANSPORT_RECOVERY,1,5,0.39250000000000024,LEFT,7.268973869784275e-21,1.955787750279363e-21,7.265653692222428e-21,1.2016966010534528e-07,7.757903458045262e-08,1.2015136108183245e-07,1.0033091278483097,-8.038289767656957e-08,-1.7103935024968562e-10,8.04784632660951e-08,1.6086136094266467e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079998950205172e-07,1.8079998562265596e-07,3.615999751247077e-07,-2.607594882908515e-06,1.3962955203859628e-07,8.51400006565506,7.27710623327405,3.184399578080713e-13,-3027659.016491442,25267095.595652703,0.006826180864537146,5.122922233746774e-05,0.3491463337799329,7697908.932718345,11124872.736906487,5129894107983861.0,-3.006665610720363e-08,12017821.37005284,-6.5351492199955e-08,3900597.498095087,6417558.283211961,5696255429431183.0,-7.454542836496768e-10,6879759.323309379,2.7333323733821485e-09,7717787.708954206,10558901.701430533,1927989147245337.0,1.79157512837139e-07,13122795.637165155,3.006665610720363e-08,1.394436399183894e-07,-1.6399994240292894e-08,1.358297202815534e-07,1.6275133625868642e-08,0.013856050558772592
86,390.441222240907,EVENT_TRANSPORT_PAUSED,1,5,0.40250000000000025,LEFT,7.268970250016233e-21,1.9558032017211818e-21,7.265641860548652e-21,1.201696401581755e-07,7.757923888087365e-08,1.2015129586207658e-07,1.0033170543590537,-8.038281206182996e-08,-1.7129177617936104e-10,8.047856709768952e-08,1.608613791595195e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999901057942e-07,1.807999861882421e-07,3.615999762940363e-07,-2.6108286543813364e-06,1.3963488661406784e-07,8.514325344761467,7.27714040064074,3.1844074746914543e-13,-2999812.9130388927,25294124.664937712,0.006841721401508204,5.1115982455218756e-05,0.34966993671710184,7699838.034145934,11118808.854793202,4872984121814418.0,-3.006665610720363e-08,12012991.414288595,-6.5351492199955e-08,3890717.4670174276,6401206.488611818,5708258007320733.0,-7.454542836496768e-10,6872244.677436233,2.7333323733821485e-09,7718373.331527991,10563686.49023321,1927984095012721.0,1.79157512837139e-07,13117273.418810353,3.006665610720363e-08,1.3945120039089748e-07,-1.6399994240292894e-08,1.3582886115128026e-07,1.627487761338663e-08,0.01389478513565856
87,391.3051368679193,EVENT_TRANSPORT_RECOVERY,1,5,0.41000000000000025,LEFT,7.26896814514828e-21,1.9558287489926384e-21,7.265618418145148e-21,1.2016962855904293e-07,7.757957666694603e-08,1.2015116664026603e-07,1.0033301599788431,-8.038285408477157e-08,-1.7094026737072096e-10,8.047877283162126e-08,1.6086162691639282e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079999130749326e-07,1.8079998731292484e-07,3.615999786204181e-07,-2.617262249593466e-06,1.396280479189724e-07,8.513908351011638,7.277338112441449,3.184400903523975e-13,-2972129.5674031004,25284519.10018915,0.006853376804236497,4.957587251508411e-05,0.3489476174923878,7690746.63689773,11106239.457847219,5003173289005768.0,-3.006665610720363e-08,12002559.09801132,-6.5351492199955e-08,3872620.871703466,6283558.377987728,5544428743076267.0,-7.454542836496768e-10,6811724.610928652,2.7333323733821485e-09,7719547.429381289,10572978.20269837,1927974048293423.0,1.79157512837139e-07,13106040.254149724,3.006665610720363e-08,1.3944087921061937e-07,-1.6399994240292894e-08,1.35828406178853e-07,1.627468434404664e-08,0.013845129082916241
88,398.6081609127026,EVENT_TRANSPORT_PAUSED,1,5,0.42250000000000026,LEFT,7.268963510652319e-21,1.955845130176625e-21,7.265606671457122e-21,1.2016960302007758e-07,7.75797932574445e-08,1.2015110188876795e-07,1.0033385634425709,-8.038272537005179e-08,-1.7136615515356761e-10,8.04788759142594e-08,1.6086160128431117e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079999191422145e-07,1.8079998788022614e-07,3.615999797944476e-07,-2.6205090213338167e-06,1.396369914209969e-07,8.51445368669246,7.27734485568812,3.1844134567594816e-13,-2944729.3534842636,25323198.417698853,0.00687280247545032,4.9735207040324525e-05,0.3498291353431481,7695254.443492048,11100078.15947631,4680066379930668.0,-3.006665610720363e-08,11997431.821580693,-6.5351492199955e-08,3857376.4133998547,6285652.959362954,5569156206542637.0,-7.454542836496768e-10,6813494.473335454,2.7333323733821485e-09,7720115.44334453,10577643.322529964,1927968980513448.0,1.79157512837139e-07,13100128.63421279,3.006665610720363e-08,1.3945358054525158e-07,-1.6399994240292894e-08,1.358272886081664e-07,1.6274364848135547e-08,0.013910068227304562
89,400.6381037030765,EVENT_TRANSPORT_RECOVERY,1,5,0.42750000000000027,LEFT,7.26896245761824e-21,1.95586944171015e-21,7.265583412957676e-21,1.2016959721720105e-07,7.758011470006126e-08,1.201509736802808e-07,1.0033510351351123,-8.038280958432296e-08,-1.7084531360364734e-10,8.047908005423547e-08,1.6086188963855844e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079999311750635e-07,1.8079998900423968e-07,3.6159998212174605e-07,-2.6269451514071562e-06,1.3962677846241204e-07,8.513830945096625,7.277567534864863,3.1844030962252045e-13,-2924295.863859635,25299382.802078277,0.006880572743935848,4.794273510411173e-05,0.3487540609763056,7683704.419446462,11085508.04088838,4864808469706878.0,-3.006665610720363e-08,11986592.377624687,-6.5351492199955e-08,3849080.7096165395,6157165.849980954,5394142997452999.0,-7.454542836496768e-10,6749926.4691645,2.7333323733821485e-09,7721218.660862852,10586649.299440498,1927958939321663.0,1.79157512837139e-07,13087741.175071403,3.006665610720363e-08,1.3943813364463544e-07,-1.6399994240292894e-08,1.3582708424202058e-07,1.6274235401796107e-08,0.013835911505434506
90,401.93865849540816,EVENT_TRANSPORT_PAUSED,1,5,0.4375000000000003,LEFT,7.26895885633303e-21,1.9558846312366842e-21,7.265571824716352e-21,1.2016957737186242e-07,7.758031553183035e-08,1.2015090980198685e-07,1.0033588272846528,-8.038272317319882e-08,-1.711018446755729e-10,8.047918173397494e-08,1.6086190490717377e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079999372431625e-07,1.8079998957052854e-07,3.6159998329484476e-07,-2.630189348984402e-06,1.396321375035344e-07,8.514157716011532,7.277598840529521,3.184410612095288e-13,-2894602.8927594833,25327141.16466406,0.006896113280906906,4.784782211175731e-05,0.34929184280899456,7685782.142194142,11081146.806322796,4590192177019980.0,-3.006665610720363e-08,11981251.37345423,-6.5351492199955e-08,3840905.9285174357,6141089.6945882635,5406772445714266.0,-7.454542836496768e-10,6742288.195007764,2.7333323733821485e-09,7721780.288084337,10590984.805765854,1927953880358953.0,1.79157512837139e-07,13082217.40282585,3.006665610720363e-08,1.3944595365410587e-07,-1.6399994240292894e-08,1.3582626486231074e-07,1.6273979428254777e-08,0.013874823728440067
91,403.1688787250903,EVENT_TRANSPORT_RECOVERY,1,5,0.4450000000000003,LEFT,7.268956789064281e-21,1.9559096795743438e-21,7.265548843647442e-21,1.2016956597991297e-07,7.758064671183497e-08,1.2015078312238452e-07,1.0033716769539522,-8.038276357670274e-08,-1.7075856172152732e-10,8.047938340130175e-08,1.608621469780045e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079999493215725e-07,1.8079999069662337e-07,3.615999856287806e-07,-2.6366438350411414e-06,1.396259118752172e-07,8.513778104395456,7.277791232814811,3.184404354832697e-13,-2868526.3098266814,25317634.974741682,0.0069077686836351996,4.6343057834019596e-05,0.34859120155977624,7677103.717148202,11068576.279631978,4720253525516496.0,-3.006665610720363e-08,11969837.38999413,-6.5351492199955e-08,3828584.7829977474,6023456.999526865,5241087957085323.0,-7.454542836496768e-10,6681995.723306393,2.7333323733821485e-09,7722892.2627815185,10599640.331320854,1927943820119587.0,1.79157512837139e-07,13069915.200466754,3.006665610720363e-08,1.394360381774301e-07,-1.6399994240292894e-08,1.3582586358778493e-07,1.627378602551032e-08,0.013829619179361874
92,404.73512131729444,EVENT_TRANSPORT_PAUSED,1,5,0.4550000000000003,LEFT,7.268953195239063e-21,1.9559247622243004e-21,7.265537354822702e-21,1.2016954617567327e-07,7.758084612777977e-08,1.2015071979190771e-07,1.0033794142763541,-8.038267687375399e-08,-1.7101668025331943e-10,8.047948421406265e-08,1.6086216108781665e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079999554053398e-07,1.8079999126327504e-07,3.61599986803809e-07,-2.6398933690163773e-06,1.3963110070634518e-07,8.514094496648523,7.277821572612469,3.1844121023849275e-13,-2842942.827527101,25344313.079752572,0.006923309220606257,4.625534821101063e-05,0.3491313470777522,7679133.516398959,11062350.216523616,4448667713866754.0,-3.006665610720363e-08,11964224.207650607,-6.5351492199955e-08,3820322.1514339643,6009477.965809053,5254411493408200.0,-7.454542836496768e-10,6675562.569764396,2.7333323733821485e-09,7723423.700127687,10603996.745731506,1927938757685248.0,1.79157512837139e-07,13063413.14484352,3.006665610720363e-08,1.3944386038570229e-07,-1.6399994240292894e-08,1.3582504012921832e-07,1.6273530234709557e-08,0.013867295500438637
