frame,time_s,phase,avalanche_id,event_number,q_over_b,active_contact,V_left_m3,V_center_m3,V_right_m3,R_left_m,R_center_m,R_right_m,V_center_over_source,centroid_left_m,centroid_center_m,centroid_right_m,outer_centroid_separation_m,GB_LEFT_m,GB_RIGHT_m,center_span_m,near_axis_low_m,near_axis_high_m,near_axis_extent_m,near_axis_extent_strain,center_max_radius_m,center_envelope_aspect_ratio,center_second_moment_aspect_ratio,surface_area_proxy_m2,LEFT_stress_Pa,RIGHT_stress_Pa,quota_strain,centroid_strain,mirror_error,left_outer_curvature_rms,left_outer_curvature_p95,left_outer_curvature_grad_max,left_outer_curvature_grad_z,left_outer_curvature_kappa_max,left_outer_curvature_kappa_z,center_curvature_rms,center_curvature_p95,center_curvature_grad_max,center_curvature_grad_z,center_curvature_kappa_max,center_curvature_kappa_z,right_outer_curvature_rms,right_outer_curvature_p95,right_outer_curvature_grad_max,right_outer_curvature_grad_z,right_outer_curvature_kappa_max,right_outer_curvature_kappa_z,LEFT_TJ_radius_m,LEFT_TJ_z_m,RIGHT_TJ_radius_m,RIGHT_TJ_z_m,morphology_departure_max_fraction
93,405.34879248408686,ACTIVE_ONE_B,1,5,0.4625000000000003,LEFT,7.268951137971879e-21,1.955949454706787e-21,7.2655147196074e-21,1.2016953483883285e-07,7.758117259835096e-08,1.2015059501837743e-07,1.0033920813937673,-8.03827161814356e-08,-1.7067973558301448e-10,8.047968279721627e-08,1.6086239897865185e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079999675151126e-07,1.8079999239009872e-07,3.6159998914160995e-07,-2.6463585438563086e-06,1.3962511605323425e-07,8.513729578647746,7.278009765707259,3.184404354295801e-13,-2790231.1863549696,25340652.009751186,0.006934964623334551,4.477656768298033e-05,0.34846283080189955,7670844.358421305,11049937.499828184,4431758203581245.0,-3.006665610720363e-08,11952716.23395265,-6.5351492199955e-08,3815132.355749512,5889088.533185627,5115653119831247.0,-7.454542836496768e-10,6614883.604089838,2.7333323733821485e-09,7724500.808826564,10612304.946562193,1927928690476500.0,1.79157512837139e-07,13051349.489810571,3.006665610720363e-08,1.3943465663921437e-07,-1.6399994240292894e-08,1.3582477993050149e-07,1.627333597735454e-08,0.013823840682469113
94,407.3602514544904,EVENT_TRANSPORT_PAUSED,1,5,0.47250000000000025,LEFT,7.268947548620656e-21,1.9559644983399856e-21,7.265503265325423e-21,1.2016951505923745e-07,7.758137149573875e-08,1.20150531878115e-07,1.0033997987007717,-8.038262932061763e-08,-1.709385892647558e-10,8.047978333371241e-08,1.6086241265433003e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8079999736147644e-07,1.8079999295712084e-07,3.615999903185973e-07,-2.6496134952758155e-06,1.3963039849024933e-07,8.514051678578861,7.278039635547238,3.1844133774590596e-13,-2790122.127951814,25362290.423979174,0.006950505160305608,4.469155673003655e-05,0.34899253523392293,7672770.290797143,11043219.070800958,4306862837129203.0,-3.006665610720363e-08,11946338.703788843,-6.5351492199955e-08,3803221.622945281,5877166.452034488,5101643863104224.0,-7.454542836496768e-10,6607890.162209277,2.7333323733821485e-09,7725028.313090186,10616537.100823568,1927923624500921.0,1.79157512837139e-07,13044076.755631188,3.006665610720363e-08,1.3944217778522997e-07,-1.6399994240292894e-08,1.3582387233463175e-07,1.6273080911627477e-08,0.013862196679829575
95,408.274408644242,ACTIVE_ONE_B,1,5,0.48000000000000026,LEFT,7.268945503195233e-21,1.9559890011569123e-21,7.265480807933922e-21,1.2016950378764675e-07,7.758169545427794e-08,1.201504080844279e-07,1.0034123685207212,-8.038266808986191e-08,-1.7060467077202375e-10,8.047998037211065e-08,1.6086264846197256e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999985756327e-07,1.8079999408468853e-07,3.6159999266032124e-07,-2.6560895192151435e-06,1.396246146582686e-07,8.51369900577325,7.27822617506718,3.184406351368062e-13,-2743709.9096607827,25356637.297726702,0.006962160563033903,4.3225725775530854e-05,0.34832688148056346,7664575.242144298,11019134.657942621,4293721278318600.0,-3.006665610720363e-08,11934361.429875815,-6.5351492199955e-08,3800945.435023289,5932238.267326388,4964026199837744.0,-7.454542836496768e-10,6551395.488388501,2.7333323733821485e-09,7726043.944200324,10624667.942739775,1927913550182122.0,1.79157512837139e-07,13030740.283849766,3.006665610720363e-08,1.3943296627501586e-07,-1.639999424029289e-08,1.3582360178311216e-07,1.6272886841265552e-08,0.01382020003253337
96,412.35415385775747,EVENT_TRANSPORT_PAUSED,1,5,0.49000000000000027,LEFT,7.268941913348077e-21,1.9560038111150658e-21,7.265469587822924e-21,1.201694840053082e-07,7.758189125953087e-08,1.2015034623481123e-07,1.0034199659536207,-8.038258055503589e-08,-1.7086777739683716e-10,8.0480078805195e-08,1.6086265936023087e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.807999991872077e-07,1.8079999465208875e-07,3.6159999383929645e-07,-2.6593499682370236e-06,1.396298407735616e-07,8.51401767145181,7.278253075262922,3.1844135822431016e-13,-2716428.5550426627,25384407.404593967,0.00697770110000496,4.315797986109704e-05,0.3488843258042491,7666602.276377662,11000244.817100527,4116874681945001.0,-3.006665610720363e-08,11928200.833542109,-6.5351492199955e-08,3785667.569091337,5857420.369451135,4949198478897501.0,-7.454542836496768e-10,6543154.731436452,2.7333323733821485e-09,7726562.114405895,10628623.304666627,1927908480595232.0,1.79157512837139e-07,13024248.76441796,3.006665610720363e-08,1.39441122637437e-07,-1.6399994240292894e-08,1.3582282145112615e-07,1.6272631055249108e-08,0.013858147075500815
97,412.7853360190916,ACTIVE_ONE_B,1,5,0.4950000000000003,LEFT,7.268940897711367e-21,1.9560270003019214e-21,7.265447414272776e-21,1.201694784085035e-07,7.758219784616315e-08,1.2015022400538953e-07,1.0034318618880524,-8.03826611620671e-08,-1.703674476435323e-10,8.04802733387087e-08,1.608629345007758e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.80800000403104e-07,1.8079999577904377e-07,3.6159999618214776e-07,-2.6658291099046494e-06,1.3962096823830628e-07,8.513476663014533,7.27846256009347,3.1844021938879127e-13,-2670450.606032134,25367460.406526122,0.006985471368490489,4.144764713676086e-05,0.3478788478738573,7656279.881257339,10963191.304811222,4153452118321309.0,-3.006665610720363e-08,11915727.874269653,-6.5351492199955e-08,3794136.093363643,5989513.5736706825,4845039335232059.0,-2.4848476121655894e-10,6476402.256084287,2.7333323733821485e-09,7727553.483094773,10636473.814767016,1927898411284630.0,1.79157512837139e-07,13010389.391570982,3.006665610720363e-08,1.3942713945780683e-07,-1.639999424029289e-08,1.3582285653592833e-07,1.627250025587432e-08,0.013793723223808563
98,414.3753528414009,EVENT_TRANSPORT_PAUSED,1,5,0.5050000000000001,LEFT,7.268937309701669e-21,1.9560417860010447e-21,7.26543621658335e-21,1.2016945863628217e-07,7.758239332815193e-08,1.201501622791802e-07,1.0034394468761934,-8.038257354708769e-08,-1.7063103054160573e-10,8.048037160768793e-08,1.6086294515477562e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.808000010163084e-07,1.8079999634682933e-07,3.6159999736313774e-07,-2.669095130691801e-06,1.3962637352269915e-07,8.513806253642047,7.278489271954949,3.1844107241740553e-13,-2668331.0381722664,25390007.89153163,0.007001011905461547,4.1381419585651e-05,0.34842483755841963,7658307.166222916,10945887.632212697,4053847754781507.5,-3.056362562963675e-08,11908824.670838159,-6.5351492199955e-08,3783261.911908864,5943892.96957725,4877355213710600.0,-2.4848476121655894e-10,6468469.487081194,2.7333323733821485e-09,7728061.244640362,10640321.801464863,1927893338019298.0,1.79157512837139e-07,13003054.623178136,3.006665610720363e-08,1.3943495185838886e-07,-1.6399994240292894e-08,1.358219924882489e-07,1.6272245157180573e-08,0.01383297122114624
99,415.2465818309754,ACTIVE_ONE_B,1,5,0.5125,LEFT,7.26893526828824e-21,1.9560658019311084e-21,7.265414242066716e-21,1.2016944738678958e-07,7.758271084108721e-08,1.2015004114654055e-07,1.0034517669256686,-8.038261080687707e-08,-1.703064249338367e-10,8.048056439243331e-08,1.608631751993104e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.808000022369456e-07,1.807999974759298e-07,3.615999997128754e-07,-2.6755933162370127e-06,1.3962085700494303e-07,8.513469880490002,7.278670001940994,3.1844039117108373e-13,-2623553.757837577,25384629.68715077,0.00701266730818984,3.995141334678376e-05,0.3477833575186862,7650548.946652693,10948274.886150166,4211532650266615.5,-3.056362562963675e-08,11895818.154120183,-6.5351492199955e-08,3786778.227911065,6028677.915046412,4967612271266511.0,-2.4848476121655894e-10,6411314.672869788,2.7333323733821485e-09,7729018.921973748,10647932.59086071,1927883249069199.0,1.79157512837139e-07,12988513.551403664,3.006665610720363e-08,1.394261955880457e-07,-1.639999424029289e-08,1.358217797824033e-07,1.6272050891731105e-08,0.01379291555367912
100,416.1261149865883,EVENT_TRANSPORT_PAUSED,1,5,0.5199999999999998,LEFT,7.268932705096136e-21,1.9560793197630763e-21,7.265403287426854e-21,1.2016943326196e-07,7.758288955825712e-08,1.2014998075993592e-07,1.0034587015044338,-8.038256524874195e-08,-1.7040257398925001e-10,8.048066049063862e-08,1.608632257393806e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8080000285031508e-07,1.8079999804273556e-07,3.616000008930506e-07,-2.678857083937558e-06,1.3962297677395624e-07,8.513599134743519,7.278720230931639,3.184406689589066e-13,-2598106.4001023574,25400444.772695985,0.007024322710918133,3.963724541466984e-05,0.347999534722617,7650281.151599795,10952430.822034866,4127184940805068.5,-3.056362562963675e-08,11889153.644408397,-6.5351492199955e-08,3780870.288920886,5997737.554966514,5019232727754617.0,-2.4848476121655894e-10,6394561.012338543,2.7333323733821485e-09,7729501.730313551,10651627.77466916,1927878184321834.0,1.79157512837139e-07,12981375.108593268,3.006665610720363e-08,1.3942950213657521e-07,-1.639999424029289e-08,1.358212935580448e-07,1.6271858557787226e-08,0.013808307285647414
101,418.9586935431068,ACTIVE_ONE_B,1,5,0.5299999999999996,LEFT,7.268929634148852e-21,1.95610424080766e-21,7.265381437329554e-21,1.2016941633906998e-07,7.758321903338275e-08,1.2014986031278393e-07,1.0034714858730356,-8.03825593793953e-08,-1.702524836200069e-10,8.04808522103393e-08,1.6086341158973458e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8080000407574184e-07,1.807999991739984e-07,3.616000032497402e-07,-2.6853744952148872e-06,1.396209470915241e-07,8.513475373576142,7.278873005507043,3.184405557907709e-13,-2577901.920907881,25401987.272095393,0.0070398632478891904,3.8481959695801926e-05,0.34770731038256875,7645003.031195822,10945869.23074608,4267411844315870.5,-3.056362562963675e-08,11875121.594040565,-6.5351492199955e-08,3781988.1652643816,6064991.411591624,5086509585496386.0,-2.4848476121655894e-10,6345680.61503109,2.7333323733821485e-09,7730441.176300883,10659012.469099268,1927868075576240.0,1.79157512837139e-07,12965717.729375755,3.006665610720363e-08,1.3942559624808161e-07,-1.639999424029289e-08,1.3582074766673756e-07,1.6271601471903347e-08,0.013793569676133544
102,420.30350921765455,EVENT_TRANSPORT_PAUSED,1,5,0.5374999999999994,LEFT,7.26892706811303e-21,1.956117560643955e-21,7.265370683529079e-21,1.2016940219856241e-07,7.758339513058138e-08,1.2014980103311303e-07,1.0034783188810315,-8.038251329246336e-08,-1.7035223147415354e-10,8.048094651408492e-08,1.608634598065483e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.80800004690779e-07,1.8079999974120402e-07,3.61600004431983e-07,-2.688643980786054e-06,1.3962300411302836e-07,8.513600801760697,7.278920909626432,3.184407023798594e-13,-2529614.4601301625,25422488.39885241,0.007051518650617484,3.8182233625505546e-05,0.34794562887721026,7644732.350069301,10936333.0347084,4111559394405152.0,-3.056362562963675e-08,11868681.673034824,-6.5351492199955e-08,3773247.093180812,6003111.62036665,5155200673897673.0,-2.4848476121655894e-10,6330003.857565756,2.7333323733821485e-09,7730894.545322944,10662584.90791203,1927863007017036.0,1.79157512837139e-07,12958674.999392219,3.006665610720363e-08,1.3942939428965676e-07,-1.639999424029289e-08,1.3582036242435403e-07,1.6271408560519833e-08,0.013808505795799952
103,422.782628800254,ACTIVE_ONE_B,1,5,0.5449999999999993,LEFT,7.268925021507633e-21,1.9561412216989887e-21,7.265349069079443e-21,1.2016939092044816e-07,7.758370794367901e-08,1.2014968188459733e-07,1.0034904568814287,-8.038254948225787e-08,-1.7003481096195026e-10,8.04811361710984e-08,1.6086368565335627e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.808000059180599e-07,1.8080000087189744e-07,3.6160000678995736e-07,-2.6951649449991066e-06,1.3961785070028784e-07,8.51328656916616,7.279097512806997,3.184401976109744e-13,-2511789.1740012234,25411649.741968986,0.007063174053345777,3.677832135773329e-05,0.34730713985557377,7637146.161946977,10917823.807175312,4337865678592540.0,-3.056362562963675e-08,11854236.630019639,-6.5351492199955e-08,3786089.8010533503,6115642.797227902,5224103778463690.0,-2.4848476121655894e-10,6274352.0767419115,2.7333323733821485e-09,7731792.194853634,10669629.585153056,1927852902882403.0,1.79157512837139e-07,12942525.247944567,3.006665610720363e-08,1.3942057637486882e-07,-1.639999424029289e-08,1.358200979108409e-07,1.6271214844466258e-08,0.013771086649124298
104,426.63557939669556,EVENT_TRANSPORT_PAUSED,1,5,0.5524999999999991,LEFT,7.26892245449318e-21,1.956154539206441e-21,7.265338318586441e-21,1.201693767745417e-07,7.758388400786983e-08,1.2014962262298263e-07,1.0034972886947402,-8.038250341022369e-08,-1.7013466856102545e-10,8.048123048506285e-08,1.6086373389528652e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8080000653478336e-07,1.8080000143951008e-07,3.6160000797429343e-07,-2.6984402194951684e-06,1.396200716782784e-07,8.513421994700952,7.279145581557319,3.1844049216021757e-13,-2488826.8317664983,25426728.508466788,0.00707482945607407,3.647843915777216e-05,0.3475312898870611,7636916.853613757,10908568.838809183,4253756310852859.5,-3.056362562963675e-08,11847130.623920936,-6.5351492199955e-08,3781875.714527712,6083888.217600689,5274295133312270.0,-2.4848476121655894e-10,6259947.849044767,2.7333323733821485e-09,7732232.674500745,10673032.87916147,1927847830446267.0,1.79157512837139e-07,12934778.74471154,3.006665610720363e-08,1.3942398925640392e-07,-1.639999424029289e-08,1.3581962202687325e-07,1.627102264290445e-08,0.013787213263734222
105,430.13690785538796,EVENT_TRANSPORT_RECOVERY,1,5,0.5674999999999988,LEFT,7.268918335230244e-21,1.95620103614239e-21,7.265295940913429e-21,1.2016935407473733e-07,7.758449871463784e-08,1.2014938901737493e-07,1.0035211413854264,-8.038257338760471e-08,-1.6951640247260954e-10,8.048160223098457e-08,1.6086417561858928e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8080000899837678e-07,1.8080000370308742e-07,3.616000127014642e-07,-2.71151318242957e-06,1.396098652106639e-07,8.512799648896133,7.279488275104261,3.184391827263615e-13,-2400516.472127919,25417650.916170895,0.007098140261530657,3.373259223060643e-05,0.3463269192155807,7622363.406582783,10870704.297501458,4573932864157298.0,-3.056362562963675e-08,11817967.778104423,-6.5351492199955e-08,3805090.7398273177,6224530.013886159,5449873757647228.0,-2.4848476121655894e-10,6321839.485838881,-2.7333323733821485e-09,7733971.139903596,10686187.912728168,1927827601319055.0,1.79157512837139e-07,12903224.308974082,3.006665610720363e-08,1.394079825280126e-07,-1.639999424029289e-08,1.358193834949656e-07,1.6270633457780405e-08,0.01371310367307288
106,432.02831984592933,EVENT_TRANSPORT_PAUSED,1,5,0.5774999999999986,LEFT,7.268914728864864e-21,1.956215204251013e-21,7.265285379170187e-21,1.2016933420132336e-07,7.75846860203614e-08,1.2014933079595155e-07,1.0035284095527945,-8.03824841459739e-08,-1.6979168057630873e-10,8.048169488019534e-08,1.6086417902616923e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.80800009619454e-07,1.8080000427277144e-07,3.6160001389222544e-07,-2.714806225601052e-06,1.3961542353599403e-07,8.513138571291389,7.279507613103774,3.1843984523125593e-13,-2375984.921062202,25445222.568007417,0.007113680798501713,3.371140998165156e-05,0.3469200055488254,7624619.923212794,10861128.926255217,4357324903512075.5,-3.056362562963675e-08,11810407.144525845,-6.5351492199955e-08,3800026.051528467,6158341.446770909,5497220962069294.0,-2.4848476121655894e-10,6183416.32286149,-2.7333323733821485e-09,7734396.633893002,10689430.040759716,1927822509966367.0,1.79157512837139e-07,12894975.315504244,3.006665610720363e-08,1.3941665969863682e-07,-1.639999424029289e-08,1.358186785512488e-07,1.6270377847840908e-08,0.013753462907093672
107,433.19672115816854,ACTIVE_ONE_B,1,5,0.5849999999999984,LEFT,7.26891265328391e-21,1.956238144548039e-21,7.265264514454117e-21,1.2016932276352214e-07,7.758498929455824e-08,1.2014921577940635e-07,1.0035401778080146,-8.038251822723979e-08,-1.694891502317334e-10,8.048187790499193e-08,1.6086439613223173e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.808000108558333e-07,1.808000054056808e-07,3.616000162615141e-07,-2.721358479451652e-06,1.3961050320433872e-07,8.512838550963137,7.279675021301157,3.184391996527931e-13,-2333256.3401433015,25440714.270159684,0.007125336201230006,3.23618320652308e-05,0.3463346263349785,7617628.024213817,10841856.337753331,4503054150834796.5,-3.056362562963675e-08,11795096.661739703,-6.5351492199955e-08,3815801.08977853,6204917.685392,5579382534192588.0,-2.4848476121655894e-10,6372215.823558663,-2.7333323733821485e-09,7735225.324166247,10695766.917973626,1927812384741020.0,1.79157512837139e-07,12878233.525880413,3.006665610720363e-08,1.394089536972232e-07,-1.639999424029289e-08,1.3581859611046095e-07,1.6270183119545672e-08,0.013717736171981576
108,434.97343920662485,EVENT_TRANSPORT_PAUSED,1,5,0.5924999999999983,LEFT,7.268910068436203e-21,1.956251148555501e-21,7.26525409529436e-21,1.201693085193268e-07,7.758516120845107e-08,1.201491583438067e-07,1.0035468487974324,-8.038247127151735e-08,-1.6959560568842515e-10,8.048196930364839e-08,1.6086444057516574e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.808000114771481e-07,1.8080000597441534e-07,3.6160001745156345e-07,-2.7246495539756665e-06,1.3961290433459656e-07,8.512984961396132,7.279719030490506,3.1843946875189125e-13,-2311113.610695837,25456152.207870338,0.0071369916039583,3.208556524170181e-05,0.34657784646231066,7617525.966207948,10832274.90751573,4414586518164547.5,-3.056362562963675e-08,11787294.897347275,-6.5351492199955e-08,3811106.4765822846,6165650.176801453,5625900819142463.0,-2.4848476121655894e-10,6321684.599500691,-2.7333323733821485e-09,7735632.3634130405,10698885.087887889,1927807301629564.0,1.79157512837139e-07,12869676.89578366,3.006665610720363e-08,1.394126870052533e-07,-1.639999424029289e-08,1.3581816150718248e-07,1.62699908629211e-08,0.013735170879781933
109,436.4092747268324,ACTIVE_ONE_B,1,5,0.5999999999999981,LEFT,7.268907980271743e-21,1.956273877945404e-21,7.265233454068917e-21,1.2016929701217736e-07,7.75854616907539e-08,1.2014904455892591e-07,1.0035585088583754,-8.03825047531713e-08,-1.6929761816903576e-10,8.048215037127416e-08,1.6086465512444547e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.8080001271700865e-07,1.8080000710818279e-07,3.6160001982519143e-07,-2.73121380822694e-06,1.396081056485262e-07,8.512692358484202,7.279883832269839,3.1843884388308403e-13,-2270089.217907686,25451318.61947553,0.007148647006686592,3.0751880836232814e-05,0.34600254162472216,7610703.481148191,10812965.325055994,4559024471490181.0,-3.056362562963675e-08,11771508.238844344,-6.5351492199955e-08,3819185.58994629,6173246.754262172,5706230969908106.0,-2.4848476121655894e-10,6507112.878370245,-2.7333323733821485e-09,7736426.025054625,10704963.25724083,1927797168246011.0,1.79157512837139e-07,12852347.873959504,3.006665610720363e-08,1.3940515330694748e-07,-1.639999424029289e-08,1.3581809716687003e-07,1.626979609586962e-08,0.013700327418379121
110,439.78627830597077,EVENT_TRANSPORT_RECOVERY,1,5,0.6074999999999979,LEFT,7.268905884026954e-21,1.95629647404352e-21,7.26521295421559e-21,1.2016928546049782e-07,7.758576040863361e-08,1.201489315531465e-07,1.0035701005413127,-8.038253785664644e-08,-1.6900251962467496e-10,8.048233020323135e-08,1.608648680598778e-07,-1.639999424029289e-08,1.639999424029289e-08,3.279998848058578e-08,-1.808000139592076e-07,1.8080000824252973e-07,3.6160002220173734e-07,-2.7377861320232455e-06,1.3960338496414163e-07,8.512404511774294,7.280047018720499,3.1843824593105455e-13,-2230882.324727474,25446124.377070375,0.007160302409414886,2.942822845253268e-05,0.34543246090124025,7603892.9049018435,10793760.760314625,4724509619885529.0,-3.056362562963675e-08,11755439.61187155,-6.5351492199955e-08,3823458.251531515,6177567.623343843,5790083855063698.0,-2.4848476121655894e-10,6684493.426036557,-2.7333323733821485e-09,7737196.685450703,10710851.439832918,1927787029355691.0,1.79157512837139e-07,12834685.021287326,3.006665610720363e-08,1.3939771959945885e-07,-1.639999424029289e-08,1.3581803772074572e-07,1.6269601345818285e-08,0.013666050330497725
