Ro_nm,Rc_over_Ro,Lc_over_W,rTJ_over_Rc,theta0_deg,mean_curvature0_per_um,design_id,x,free_energy_J,dF_dx_J,minus_dF_dx_J,zeta_J_s,xdot_per_s,flux_closure_relative,r_TJ_nm,r_TJ_over_W,center_curvature_per_um,outer_curvature_per_um,center_theta_deg,outer_theta_deg,sigma_GB_MPa,sigma_kappa_MPa,sigma_TJ_MPa,Gamma_per_contact_s,G_fit_eV,G_root_eV,elapsed_s,cumulative_scaled_hazard,survival,event_probability,hazard_amplification,dlnGamma_dx_site,dlnGamma_dx_barrier,dlnGamma_dx_total
120.0,0.75,16.0,1.2,140.0,5.0,Ro120_q0.75_L16W_r1.20_th140_km+5,0.02,4.1021176814543027e-13,1.93694326928732e-14,-1.93694326928732e-14,1.765860776086835e-10,-0.000109688334183378,9.667148438643241e-06,106.58447354094312,26.646118385235777,5.070173557516434,5.070173557516434,139.51164305408193,139.51164305408193,21.337795644825757,-5.070173557516434,26.407969202342187,0.05747636489582904,5.072644582150476,6.052995310429491,nan,nan,nan,nan,0.9956623520642182,-0.6685711580721545,0.448307358289469,-0.2202637997826855
120.0,0.75,16.0,1.2,140.0,5.0,Ro120_q0.75_L16W_r1.20_th140_km+5,0.05,4.108668553300038e-13,2.430363691007898e-14,-2.430363691007898e-14,1.7705252073191798e-10,-0.00013726795195917064,9.135184194167336e-06,104.42521247285065,26.10630311821266,5.181032798651682,5.181032798651682,138.74431139531146,138.74431139531146,21.705820008909953,-5.181032798651682,26.886852807561635,0.05709014543182891,5.070480104709741,6.050830832988757,nan,nan,nan,nan,0.9889718771074893,-0.6970699094835524,0.46737796574112167,-0.22969194374243074
120.0,0.75,16.0,1.2,140.0,5.0,Ro120_q0.75_L16W_r1.20_th140_km+5,0.1,4.1228729750253934e-13,3.250361968116269e-14,-3.250361968116269e-14,1.7844665722979495e-10,-0.0001821475402551593,7.69064272289787e-06,100.72363178519727,25.180907946299318,5.382574253944112,5.382574253944112,137.3621986783587,137.3621986783587,22.36378471417234,-5.382574253944112,27.746358968116454,0.056414969374764465,5.0666645104107495,6.047015238689765,nan,nan,nan,nan,0.977275810693884,-0.7499055579526726,0.5023632700236931,-0.24754228792897948
120.0,0.75,16.0,1.2,140.0,5.0,Ro120_q0.75_L16W_r1.20_th140_km+5,0.15,4.14115382457811e-13,4.059307819006594e-14,-4.059307819006594e-14,1.806204680504994e-10,-0.0002247424039379445,5.704766253948956e-06,96.88072563724945,24.22018140931236,5.6087016169059725,5.6087016169059725,135.83086917373078,135.83086917373078,23.085239518120446,-5.6087016169059725,28.693941135026417,0.05569427108510863,5.062557327313872,6.042908055592887,nan,nan,nan,nan,0.9647911632129947,-0.8108337740774658,0.5420847243916,-0.26874904968586577
120.0,0.75,16.0,1.2,140.0,5.0,Ro120_q0.75_L16W_r1.20_th140_km+5,0.2,4.163430949921163e-13,4.8471799934836825e-14,-4.8471799934836825e-14,1.835942390407411e-10,-0.00026401590914887325,3.327941344449996e-06,92.87895348247633,23.21973837061908,5.86469718095592,5.86469718095592,134.12131325529617,134.12131325529617,23.881051029932383,-5.86469718095592,29.7457482108883,0.054919014297307174,5.058115285462728,6.038466013741743,nan,nan,nan,nan,0.9513613995493542,-0.8765070006533051,0.5845498172202497,-0.29195718343305543
120.0,0.75,16.0,1.2,160.0,-30.0,Ro120_q0.75_L16W_r1.20_th160_km-30,0.0,4.1543569299258365e-13,-4.959183647976949e-16,4.959183647976949e-16,1.7747531840346785e-10,2.7942948307340787e-06,6.553512231319952e-06,108.00000000000001,27.000000000000004,-29.999999999999996,-29.999999999999996,160.0,160.0,57.35577091700577,29.999999999999996,27.355770917005774,0.15295715933120516,4.920361155251944,5.90071188353096,nan,nan,nan,nan,1.0,-0.6509658712001567,0.708123994788366,0.057158123588209264
120.0,0.75,16.0,1.2,160.0,-30.0,Ro120_q0.75_L16W_r1.20_th160_km-30,0.01,4.154383329535925e-13,1.025417465479859e-15,-1.025417465479859e-15,1.7717081507050798e-10,-5.787733521865764e-06,8.531458292280328e-06,107.2945711580973,26.82364278952432,-30.175581676063942,-30.175581676063942,159.87118586929586,159.87118586929586,57.705733098206785,30.175581676063942,27.530151422142847,0.15304589706206248,4.91923618477997,5.899586913058985,nan,nan,nan,nan,1.0005801476128697,-0.6596688793298711,0.7185066342021855,0.05883775487231446
120.0,0.75,16.0,1.2,160.0,-30.0,Ro120_q0.75_L16W_r1.20_th160_km-30,0.02,4.154562058384715e-13,2.5491625653143995e-15,-2.5491625653143995e-15,1.7690178183323254e-10,-1.4410044595918915e-05,1.0394837769845642e-05,106.58447354094312,26.646118385235777,-30.35425733448302,-30.35425733448302,159.73985005809064,159.73985005809064,58.06216713720666,30.35425733448302,27.70790980272364,0.15313725839360104,4.9180948398344295,5.898445568113445,nan,nan,nan,nan,1.0011774477453905,-0.6685711580721545,0.7291274853473055,0.060556327275151034
120.0,0.75,16.0,1.2,160.0,-30.0,Ro120_q0.75_L16W_r1.20_th160_km-30,0.05,4.156013253923106e-13,7.12632219001892e-15,-7.12632219001892e-15,1.7630290488000612e-10,-4.0420900579427095e-05,1.535412408530287e-05,104.42521247285065,26.10630311821266,-30.909777296950928,-30.909777296950928,159.32985904116552,159.32985904116552,59.17236024020332,30.909777296950928,28.26258294325239,0.1534278479874679,4.914568049948181,5.894918778227196,nan,nan,nan,nan,1.0030772580918788,-0.6970699094835524,0.7631272888046681,0.06605737932111566
120.0,0.75,16.0,1.2,160.0,-30.0,Ro120_q0.75_L16W_r1.20_th160_km-30,0.1,4.1614839524357853e-13,1.4754583528173948e-14,-1.4754583528173948e-14,1.7597013300970426e-10,-8.38470897067531e-05,2.189685041426455e-05,100.72363178519727,25.180907946299318,-31.90680679353363,-31.90680679353363,158.58749301573766,158.58749301573766,61.1728045203923,31.90680679353363,29.265997726858668,0.15397219152828975,4.908317635204135,5.88866836348315,nan,nan,nan,nan,1.0066360554911111,-0.7499055579526726,0.8261302648213018,0.07622470686862926
120.0,0.75,16.0,1.2,160.0,-30.0,Ro120_q0.75_L16W_r1.20_th160_km-30,0.15,4.170763278266912e-13,2.2354575302429304e-14,-2.2354575302429304e-14,1.7643812402667998e-10,-0.00012669923479264022,2.6810205886498123e-05,96.88072563724945,24.22018140931236,-33.005778333571584,-33.005778333571584,157.75891884479054,157.75891884479054,63.39026116703775,33.005778333571584,30.384482833466166,0.15460181584493415,4.901539139240075,5.8818898675190905,nan,nan,nan,nan,1.0107523996975372,-0.8108337740774658,0.8986699428283487,0.08783616875088285
120.0,0.75,16.0,1.2,160.0,-30.0,Ro120_q0.75_L16W_r1.20_th160_km-30,0.2,4.1838267779784523e-13,2.988359415215975e-14,-2.988359415215975e-14,1.776954100929463e-10,-0.00016817313478456578,3.055303233095718e-05,92.87895348247633,23.21973837061908,-34.22501503150797,-34.22501503150797,156.8260434402644,156.8260434402644,65.86687425565317,34.22501503150797,31.6418592241452,0.15533058132232927,4.8941447003296314,5.874495428608647,nan,nan,nan,nan,1.0155169068352323,-0.8765070006533051,0.9767807106137525,0.10027370996044738
120.0,0.75,16.0,1.2,160.0,-20.0,Ro120_q0.75_L16W_r1.20_th160_km-20,0.0,4.122563197308579e-13,6.885088108685958e-15,-6.885088108685958e-15,1.7501543511553479e-10,-3.9339890816720435e-05,1.0219695494058495e-05,108.00000000000001,27.000000000000004,-19.999999999999996,-20.0,160.0,160.0,47.35577091700578,20.0,27.355770917005774,0.12316463025814331,4.954526839516265,5.93487756779528,nan,nan,nan,nan,1.0,-0.6509658712001567,0.6623632114717566,0.011397340271599887
120.0,0.75,16.0,1.2,160.0,-20.0,Ro120_q0.75_L16W_r1.20_th160_km-20,0.01,4.1233300616609336e-13,8.454144225286488e-15,-8.454144225286488e-15,1.748892523094705e-10,-4.833998724133538e-05,1.1146241128049475e-05,107.2945711580973,26.82364278952432,-20.115838083750557,-20.11583808375056,159.87118586929586,159.87118586929586,47.645989505893404,20.11583808375056,27.530151422142847,0.12317934015447715,4.953474503029914,5.933825231308929,nan,nan,nan,nan,1.0001194327974112,-0.6596688793298711,0.6721566722349053,0.012487792905034212
120.0,0.75,16.0,1.2,160.0,-20.0,Ro120_q0.75_L16W_r1.20_th160_km-20,0.02,4.124254096600083e-13,1.0026881964566647e-14,-1.0026881964566647e-14,1.747950707254451e-10,-5.736364259559766e-05,1.200675258444526e-05,106.58447354094312,26.646118385235777,-20.23369139400042,-20.233691394000424,159.73985005809064,159.73985005809064,47.94160119672407,20.233691394000424,27.70790980272364,0.12319539518776156,4.952406721264381,5.932757449543397,nan,nan,nan,nan,1.0002497870496891,-0.6685711580721545,0.6821766365032431,0.013605478431088613
120.0,0.75,16.0,1.2,160.0,-20.0,Ro120_q0.75_L16W_r1.20_th160_km-20,0.05,4.1279710217699494e-13,1.4754667526072897e-14,-1.4754667526072897e-14,1.7470281944365815e-10,-8.445580656946006e-05,1.4227965406705737e-05,104.42521247285065,26.10630311821266,-20.59993791805316,-20.599937918053165,159.32985904116552,159.32985904116552,48.862520861305555,20.599937918053165,28.26258294325239,0.12325203936525547,4.9491064176651625,5.929457145944178,nan,nan,nan,nan,1.000709693253079,-0.6970699094835524,0.7142698755303627,0.01719996604681029
120.0,0.75,16.0,1.2,160.0,-20.0,Ro120_q0.75_L16W_r1.20_th160_km-20,0.1,4.137320711132232e-13,2.2642821396718757e-14,-2.2642821396718757e-14,1.7517362910653703e-10,-0.00012925930410991174,1.6929669388686662e-05,100.72363178519727,25.180907946299318,-21.256591884558233,-21.25659188455824,158.58749301573766,158.58749301573766,50.522589611416905,21.256591884558237,29.265997726858668,0.12337737940122642,4.943254248844685,5.9236049771237,nan,nan,nan,nan,1.0017273558377695,-0.7499055579526726,0.7737937926934251,0.023888234740752523
120.0,0.75,16.0,1.2,160.0,-20.0,Ro120_q0.75_L16W_r1.20_th160_km-20,0.15,4.1506073611377487e-13,3.049160778861483e-14,-3.049160778861483e-14,1.7641963103855302e-10,-0.00017283568506019318,1.8673479353054397e-05,96.88072563724945,24.22018140931236,-21.97932289613987,-21.979322896139873,157.75891884479054,157.75891884479054,52.36380572960604,21.979322896139873,30.384482833466166,0.12354681867780985,4.936902906111607,5.917253634390622,nan,nan,nan,nan,1.0031030695977043,-0.8108337740774658,0.8424150406891613,0.03158126661169547
120.0,0.75,16.0,1.2,160.0,-20.0,Ro120_q0.75_L16W_r1.20_th160_km-20,0.2,4.1677940569713076e-13,3.823006968830868e-14,-3.823006968830868e-14,1.7844982598349747e-10,-0.00021423427833347446,1.971962765836422e-05,92.87895348247633,23.21973837061908,-22.779740268355653,-22.779740268355656,156.8260434402644,156.8260434402644,54.42159949250085,22.779740268355653,31.6418592241452,0.12376763670914193,4.929968510733301,5.910319239012316,nan,nan,nan,nan,1.0048959384665448,-0.8765070006533051,0.9163548269074226,0.039847826254117535
120.0,0.75,16.0,1.2,160.0,-10.0,Ro120_q0.75_L16W_r1.20_th160_km-10,0.0,4.1095728590802583e-13,1.5145202644122457e-14,-1.5145202644122457e-14,1.7453035089332856e-10,-8.67768990700023e-05,8.62698788565571e-06,108.00000000000001,27.000000000000004,-9.999999999999998,-10.000000000000002,160.0,160.0,37.35577091700578,10.0,27.355770917005774,0.09616225131222532,4.993557735271787,5.973908463550802,nan,nan,nan,nan,1.0,-0.6509658712001567,0.6093310140388439,-0.041634857161312766
120.0,0.75,16.0,1.2,160.0,-10.0,Ro120_q0.75_L16W_r1.20_th160_km-10,0.01,4.111168372825428e-13,1.676718635953322e-14,-1.676718635953322e-14,1.7457156082892906e-10,-9.60476396035903e-05,8.88753735548905e-06,107.2945711580973,26.82364278952432,-10.056094491437166,-10.056094491437168,159.87118586929586,159.87118586929586,37.586245913580015,10.056094491437166,27.530151422142847,0.0961224190556607,4.992589573526717,5.972940301805733,nan,nan,nan,nan,0.9995857807401441,-0.6596688793298711,0.6184427220216548,-0.041226157308216216
120.0,0.75,16.0,1.2,160.0,-10.0,Ro120_q0.75_L16W_r1.20_th160_km-10,0.02,4.112926340915489e-13,1.8392511353998678e-14,-1.8392511353998678e-14,1.7464373857417755e-10,-0.00010531446191062103,9.107004377974242e-06,106.58447354094312,26.646118385235777,-10.113125453517823,-10.113125453517824,159.73985005809064,159.73985005809064,37.821035256241466,10.113125453517824,27.70790980272364,0.09608299598864575,4.991607041695625,5.97195776997464,nan,nan,nan,nan,0.9991758166796425,-0.6685711580721545,0.6277675051735514,-0.040803652898603104
120.0,0.75,16.0,1.2,160.0,-10.0,Ro120_q0.75_L16W_r1.20_th160_km-10,0.05,4.119175747671222e-13,2.3270209954288683e-14,-2.3270209954288683e-14,1.750453012952669e-10,-0.0001329382153196813,9.543768629734655e-06,104.42521247285065,26.10630311821266,-10.290098539155391,-10.290098539155393,159.32985904116552,159.32985904116552,38.552681482407785,10.290098539155393,28.26258294325239,0.09596733602516667,4.988569193192849,5.968919921471865,nan,nan,nan,nan,0.9979730581969657,-0.6970699094835524,0.6576561536569443,-0.03941375582660811
120.0,0.75,16.0,1.2,160.0,-10.0,Ro120_q0.75_L16W_r1.20_th160_km-10,0.1,4.1328386551719903e-13,3.1369985118025316e-14,-3.1369985118025316e-14,1.7633115323134555e-10,-0.00017790381644511823,9.651572041027428e-06,100.72363178519727,25.180907946299318,-10.606376975582846,-10.606376975582847,158.58749301573766,158.58749301573766,39.87237470244151,10.606376975582846,29.265997726858668,0.0957842706631119,4.983178456722637,5.9635291850016525,nan,nan,nan,nan,0.9960693448421235,-0.7499055579526726,0.7131610931078853,-0.03674446484478722
120.0,0.75,16.0,1.2,160.0,-10.0,Ro120_q0.75_L16W_r1.20_th160_km-10,0.15,4.150526972223632e-13,3.935651839250326e-14,-3.935651839250326e-14,1.783954808262869e-10,-0.00022061387547606532,9.165690030846596e-06,96.88072563724945,24.22018140931236,-10.952867458708154,-10.952867458708155,157.75891884479054,157.75891884479054,41.33735029217432,10.952867458708155,30.384482833466166,0.09561535624613801,4.977321920700529,5.957672648979544,nan,nan,nan,nan,0.9943127884525954,-0.8108337740774658,0.777262674027952,-0.0335711000495138
120.0,0.75,16.0,1.2,160.0,-10.0,Ro120_q0.75_L16W_r1.20_th160_km-10,0.2,4.1721601259814726e-13,4.7132900177054414e-14,-4.7132900177054414e-14,1.8125848338564586e-10,-0.0002600314164428617,8.256623046701671e-06,92.87895348247633,23.21973837061908,-11.334465505203331,-11.334465505203335,156.8260434402644,156.8260434402644,42.97632472934853,11.334465505203331,31.6418592241452,0.0954632514796039,4.970920237398298,5.951270965677313,nan,nan,nan,nan,0.9927310371472912,-0.8765070006533051,0.8463954936447635,-0.030111507008541594
120.0,0.75,16.0,1.2,160.0,-5.0,Ro120_q0.75_L16W_r1.20_th160_km-5,0.0,4.1107216495830527e-13,1.9676088697870954e-14,-1.9676088697870954e-14,1.750711024368231e-10,-0.00011238912889676555,7.073445551274779e-06,108.00000000000001,27.000000000000004,-5.0,-5.000000000000001,160.0,160.0,32.35577091700577,5.0,27.355770917005774,0.08365389567369366,5.015534465332943,5.995885193611958,nan,nan,nan,nan,1.0,-0.6509658712001567,0.5791906019221642,-0.07177526927799249
120.0,0.75,16.0,1.2,160.0,-5.0,Ro120_q0.75_L16W_r1.20_th160_km-5,0.01,4.1127713150280304e-13,2.131905461641833e-14,-2.131905461641833e-14,1.7519773315440032e-10,-0.00012168567613617478,7.09217449186435e-06,107.2945711580973,26.82364278952432,-5.026222695280473,-5.026222695280475,159.87118586929586,159.87118586929586,32.55637411742332,5.026222695280474,27.530151422142847,0.08359388400490016,5.014614142243447,5.9949648705224625,nan,nan,nan,nan,0.9992826195563254,-0.6596688793298711,0.5879165717763044,-0.07175230755356665
120.0,0.75,16.0,1.2,160.0,-5.0,Ro120_q0.75_L16W_r1.20_th160_km-5,0.02,4.114985457354093e-13,2.2963648064821812e-14,-2.2963648064821812e-14,1.753553124891079e-10,-0.00013095496075288956,7.0785389445297275e-06,106.58447354094312,26.646118385235777,-5.052842483276522,-5.052842483276523,159.73985005809064,159.73985005809064,32.76075228600016,5.052842483276522,27.70790980272364,0.08353393456813304,5.013680057416016,5.994030785695031,nan,nan,nan,nan,0.9985659830352845,-0.6685711580721545,0.5968481101151042,-0.07172304795705031
120.0,0.75,16.0,1.2,160.0,-5.0,Ro120_q0.75_L16W_r1.20_th160_km-5,0.05,4.1226139672999863e-13,2.7890284011086172e-14,-2.7890284011086172e-14,1.7601304301526288e-10,-0.00015845577994278345,6.860922331108016e-06,104.42521247285065,26.10630311821266,-5.135178849706505,-5.135178849706506,159.32985904116552,159.32985904116552,33.397761792958896,5.135178849706506,28.26258294325239,0.08335452192368033,5.0107913420783134,5.991142070357329,nan,nan,nan,nan,0.9964212814286486,-0.6970699094835524,0.6254905591332545,-0.07157935035029794
120.0,0.75,16.0,1.2,160.0,-5.0,Ro120_q0.75_L16W_r1.20_th160_km-5,0.1,4.1385995999192254e-13,3.6031912618030686e-14,-3.6031912618030686e-14,1.7772866523217315e-10,-0.0002027355157985401,6.00848357724793e-06,100.72363178519727,25.180907946299318,-5.281269521095149,-5.28126952109515,158.58749301573766,158.58749301573766,34.54726724795382,5.281269521095149,29.265997726858668,0.08305735743460654,5.0056627254726695,5.986013453751685,nan,nan,nan,nan,0.9928689723977229,-0.7499055579526726,0.6787265747537958,-0.07117898319887672
120.0,0.75,16.0,1.2,160.0,-5.0,Ro120_q0.75_L16W_r1.20_th160_km-5,0.15,4.1586172310792744e-13,4.4001181059435347e-14,-4.4001181059435347e-14,1.8023048944753467e-10,-0.00024413838742997005,4.6952630342192165e-06,96.88072563724945,24.22018140931236,-5.439639739992296,-5.439639739992297,157.75891884479054,157.75891884479054,35.82412257345846,5.439639739992296,30.384482833466166,0.0827633194676871,5.0000871368043445,5.98043786508336,nan,nan,nan,nan,0.98935403786238,-0.8108337740774658,0.7402815605326509,-0.07055221354481489
120.0,0.75,16.0,1.2,160.0,-5.0,Ro120_q0.75_L16W_r1.20_th160_km-5,0.2,4.182554764695765e-13,5.169403657264578e-14,-5.169403657264578e-14,1.8354251441586168e-10,-0.0002816461174522212,3.066267598727643e-06,92.87895348247633,23.21973837061908,-5.611828123627172,-5.6118281236271725,156.8260434402644,156.8260434402644,37.25368734777237,5.6118281236271725,31.6418592241452,0.08247343167765163,4.993987735750408,5.974338464029423,nan,nan,nan,nan,0.9858887146075463,-0.8765070006533051,0.8067087967823454,-0.0697982038709597
120.0,0.75,16.0,1.2,160.0,0.0,Ro120_q0.75_L16W_r1.20_th160_km+0,0.0,4.117285114992175e-13,2.4475018837536208e-14,-2.4475018837536208e-14,1.7617756612911083e-10,-0.00013892244838709949,5.4705626898359e-06,108.00000000000001,27.000000000000004,5.55948450756996e-17,5.55948450756996e-17,160.0,160.0,27.355770917005774,-5.55948450756996e-17,27.355770917005774,0.07177039902100397,5.039698160292542,6.020048888571558,nan,nan,nan,nan,1.0,-0.6509658712001567,0.545891732878772,-0.10507413832138468
120.0,0.75,16.0,1.2,160.0,0.0,Ro120_q0.75_L16W_r1.20_th160_km+0,0.01,4.1198153073836426e-13,2.6130265300894153e-14,-2.6130265300894153e-14,1.7639272126598066e-10,-0.00014813686819589687,5.297703423724268e-06,107.2945711580973,26.82364278952432,0.0036491008762214467,0.0036491008762214467,159.87118586929586,159.87118586929586,27.526502321266623,-0.0036491008762214467,27.530151422142847,0.07169488292976285,5.038830686810191,6.019181415089206,nan,nan,nan,nan,0.99894781006834,-0.6596688793298711,0.5541942432332689,-0.10547463609660213
120.0,0.75,16.0,1.2,160.0,0.0,Ro120_q0.75_L16W_r1.20_th160_km+0,0.02,4.122511091909929e-13,2.7785056206544666e-14,-2.7785056206544666e-14,1.7663901700929176e-10,-0.00015729852145340622,5.099086924322351e-06,106.58447354094312,26.646118385235777,0.0074404869647768995,0.0074404869647768995,159.73985005809064,159.73985005809064,27.700469315758863,-0.0074404869647768995,27.70790980272364,0.07161915946207749,5.037950119428407,6.0183008477074225,nan,nan,nan,nan,0.9978927306941372,-0.6685711580721545,0.5626941934279444,-0.10587696464421015
120.0,0.75,16.0,1.2,160.0,0.0,Ro120_q0.75_L16W_r1.20_th160_km+0,0.05,4.1315890156296443e-13,3.272814620851974e-14,-3.272814620851974e-14,1.7756395224162766e-10,-0.00018431751374841854,4.3649695689005225e-06,104.42521247285065,26.10630311821266,0.019740839742379272,0.019740839742379272,159.32985904116552,159.32985904116552,28.24284210351001,-0.019740839742379272,28.26258294325239,0.07139073737684798,5.035226117295037,6.015576845574053,nan,nan,nan,nan,0.9947100524821537,-0.6970699094835524,0.5899700054241066,-0.1070999040594458
120.0,0.75,16.0,1.2,160.0,0.0,Ro120_q0.75_L16W_r1.20_th160_km+0,0.1,4.1499907379483604e-13,4.084740261417262e-14,-4.084740261417262e-14,1.797306350929058e-10,-0.0002272701178241423,2.764413446110668e-06,100.72363178519727,25.180907946299318,0.043837933392545214,0.043837933392545214,158.58749301573766,158.58749301573766,29.22215979346612,-0.043837933392545214,29.265997726858668,0.07100581289201545,5.030386890804662,6.010737619083677,nan,nan,nan,nan,0.9893467761163657,-0.7499055579526726,0.640721341848348,-0.1091842161043246
120.0,0.75,16.0,1.2,160.0,0.0,Ro120_q0.75_L16W_r1.20_th160_km+0,0.15,4.1723961160746674e-13,4.8724986430186486e-14,-4.8724986430186486e-14,1.8269394120413322e-10,-0.00026670280420379997,8.242565738887533e-07,96.88072563724945,24.22018140931236,0.07358797872356232,0.07358797872356232,157.75891884479054,157.75891884479054,30.310894854742603,-0.07358797872356232,30.384482833466166,0.07061550307597614,5.025121293023134,6.0054720213021495,nan,nan,nan,nan,0.9839084642027718,-0.8108337740774658,0.6994935692449644,-0.1113402048325014
120.0,0.75,16.0,1.2,160.0,0.0,Ro120_q0.75_L16W_r1.20_th160_km+0,0.2,4.1986575199336843e-13,5.625372497302484e-14,-5.625372497302484e-14,1.864811458567668e-10,-0.0003016590482355382,1.3279184792761817e-06,92.87895348247633,23.21973837061908,0.11080925794898733,0.11080925794898733,156.8260434402644,156.8260434402644,31.53104996619621,-0.11080925794898733,31.6418592241452,0.07021961759591215,5.019355169001614,5.999705897280629,nan,nan,nan,nan,0.9783924647731445,-0.8765070006533051,0.7629677743352659,-0.11353922631803925
120.0,0.75,16.0,1.2,160.0,5.0,Ro120_q0.75_L16W_r1.20_th160_km+5,0.0,4.1294761574464373e-13,2.9516347545974815e-14,-2.9516347545974815e-14,1.7789135583741737e-10,-0.00016592345033870608,4.098702101649484e-06,108.00000000000001,27.000000000000004,4.999999999999999,5.0,160.0,160.0,22.355770917005774,-5.0,27.355770917005774,0.06047277300133646,5.066710575461721,6.047061303740737,nan,nan,nan,nan,1.0,-0.6509658712001567,0.5085767835203114,-0.14238908767984526
120.0,0.75,16.0,1.2,160.0,5.0,Ro120_q0.75_L16W_r1.20_th160_km+5,0.01,4.132510519970685e-13,3.1171812292825234e-14,-3.1171812292825234e-14,1.781991859177869e-10,-0.00017492679403825396,3.7821418591113053e-06,107.2945711580973,26.82364278952432,5.033520897032916,5.0335208970329175,159.87118586929586,159.87118586929586,22.496630525109932,-5.033520897032917,27.530151422142847,0.060386465018764754,5.065902321515798,6.046253049794814,nan,nan,nan,nan,0.9985727794792907,-0.6596688793298711,0.516409973006148,-0.14325890632372307
120.0,0.75,16.0,1.2,160.0,5.0,Ro120_q0.75_L16W_r1.20_th160_km+5,0.02,4.1357103601873063e-13,3.282409079387512e-14,-3.282409079387512e-14,1.7853850402861954e-10,-0.00018384880601785177,3.4458944654628235e-06,106.58447354094312,26.646118385235777,5.0677234572060765,5.067723457206077,159.73985005809064,159.73985005809064,22.640186345517563,-5.067723457206077,27.70790980272364,0.060299755715918564,5.065081713836968,6.045432442115984,nan,nan,nan,nan,0.9971389225790246,-0.6685711580721545,0.5244317866984716,-0.14413937137368293
120.0,0.75,16.0,1.2,160.0,5.0,Ro120_q0.75_L16W_r1.20_th160_km+5,0.05,4.146297040167031e-13,3.7743225993165024e-14,-3.7743225993165024e-14,1.7974436455192045e-10,-0.00020998280578784224,2.3338022560604707e-06,104.42521247285065,26.10630311821266,5.1746605291912635,5.174660529191264,159.32985904116552,159.32985904116552,23.08792241406113,-5.174660529191264,28.26258294325239,0.0600371640570042,5.062542198649389,6.042892926928404,nan,nan,nan,nan,0.9927966103965062,-0.6970699094835524,0.550195409955478,-0.1468744995280744
120.0,0.75,16.0,1.2,160.0,5.0,Ro120_q0.75_L16W_r1.20_th160_km+5,0.1,4.1671848454313774e-13,4.576427326771094e-14,-4.576427326771094e-14,1.8238718459529268e-10,-0.00025091825047499576,2.1045934224365172e-07,100.72363178519727,25.180907946299318,5.368945387880241,5.368945387880242,158.58749301573766,158.58749301573766,23.897052338978423,-5.368945387880241,29.265997726858668,0.05959093755311766,5.058026889275525,6.0383776175545405,nan,nan,nan,nan,0.9854176449259353,-0.7499055579526726,0.5982034649566685,-0.151702092996004
120.0,0.75,16.0,1.2,160.0,5.0,Ro120_q0.75_L16W_r1.20_th160_km+5,0.15,4.1920085814456193e-13,5.3469046444603117e-14,-5.3469046444603117e-14,1.858393458515426e-10,-0.00028771650158151524,2.132654955913113e-06,96.88072563724945,24.22018140931236,5.5868156974394205,5.586815697439421,157.75891884479054,157.75891884479054,24.797667136026746,-5.5868156974394205,30.384482833466166,0.059133261244853776,5.053107924344131,6.033458652623146,nan,nan,nan,nan,0.9778493412820166,-0.8108337740774658,0.6539135026370673,-0.15692027144039855
120.0,0.75,16.0,1.2,160.0,5.0,Ro120_q0.75_L16W_r1.20_th160_km+5,0.2,4.2205834330140504e-13,6.075145604100823e-14,-6.075145604100823e-14,1.901313803462034e-10,-0.0003195235627616445,4.580357920923915e-06,92.87895348247633,23.21973837061908,5.833446639525147,5.833446639525149,156.8260434402644,156.8260434402644,25.80841258462005,-5.833446639525148,31.6418592241452,0.058663133544775245,5.047714011271321,6.028064739550336,nan,nan,nan,nan,0.970075136846772,-0.8765070006533051,0.7141440226912437,-0.16236297796206145
120.0,0.75,16.0,1.2,170.0,-30.0,Ro120_q0.75_L16W_r1.20_th170_km-30,0.0,4.1413238517808094e-13,5.54884629466005e-15,-5.54884629466005e-15,1.7514480856036897e-10,-3.168147740301119e-05,1.544563109384101e-05,108.00000000000001,27.000000000000004,-29.999999999999996,-29.999999999999996,170.0,170.0,57.67207494699292,29.999999999999996,27.67207494699293,0.1539466603081212,4.919344192586725,5.89969492086574,nan,nan,nan,nan,1.0,-0.6509658712001567,0.7503088773607942,0.09934300616063751
120.0,0.75,16.0,1.2,170.0,-30.0,Ro120_q0.75_L16W_r1.20_th170_km-30,0.01,4.141956156667978e-13,7.099120135453838e-15,-7.099120135453838e-15,1.7498107556643023e-10,-4.057078808364457e-05,1.6874331442686503e-05,107.2945711580973,26.82364278952432,-30.19177182866206,-30.19177182866206,169.9345896323759,169.9345896323759,58.04438660885183,30.19177182866206,27.852614780189775,0.15410196462826256,4.918151669960519,5.898502398239534,nan,nan,nan,nan,1.001008819027516,-0.6596688793298711,0.7619879754838621,0.10231909615399104
120.0,0.75,16.0,1.2,170.0,-30.0,Ro120_q0.75_L16W_r1.20_th170_km-30,0.02,4.142743678894103e-13,8.6515967207572e-15,-8.6515967207572e-15,1.7485015762976582e-10,-4.948006246054642e-05,1.822655463422107e-05,106.58447354094312,26.646118385235777,-30.387267326052935,-30.387267326052935,169.86787867918773,169.86787867918773,58.42400235111086,30.387267326052935,28.036735025057926,0.15426201653048008,4.916940728214099,5.8972914564931145,nan,nan,nan,nan,1.0020484771915654,-0.6685711580721545,0.7739528455581421,0.10538168748598764
